customer_id,last_purchase,total_orders,total_revenue,total_quantity,age,gender,region,churn,tenure_months,recency,frequency,monetary,cluster,recency_scaled,frequency_scaled,monetary_scaled,segment_label
CUST00076,2023-06-21,4,135000,8,51,Female,West,0,34,193,4,135000.0,0,0.08087522837988795,-0.03524456979856102,-0.4471864793463904,Segment 2
CUST00077,2023-10-03,3,223400,13,61,Male,East,1,8,89,3,223400.0,0,-0.9196378170492931,-0.5604420606604535,0.18144754633635501,Segment 2
CUST00078,2023-07-12,3,105300,6,42,Female,East,1,58,172,3,105300.0,0,-0.12115144425485055,-0.5604420606604535,-0.6583904449886702,Segment 2
CUST00079,2023-05-05,1,50000,2,46,Male,West,0,28,240,1,50000.0,0,0.5330301623719217,-1.6108370423842386,-1.0516422732721071,Segment 2
CUST00080,2023-12-20,2,179000,7,30,Male,West,0,53,11,2,179000.0,0,-1.670022601121179,-1.085639551522346,-0.13429171543190171,Segment 2
CUST00081,2023-05-26,5,287600,17,22,Female,East,0,50,219,5,287600.0,1,0.33100348973718324,0.48995292106333155,0.6379894518661317,Segment 1
CUST00082,2023-06-17,5,198200,19,56,Female,West,0,20,197,5,198200.0,1,0.11935649935793338,0.48995292106333155,0.0022441815489660523,Segment 1
CUST00083,2023-01-23,3,34050,5,46,Male,North,0,44,342,3,34050.0,0,1.5143025723120802,-0.5604420606604535,-1.1650666251911093,Segment 2
CUST00084,2023-06-18,6,108150,14,35,Male,West,0,41,196,6,108150.0,1,0.10973618161342202,1.0151504119252241,-0.6381233977805727,Segment 1
CUST00085,2023-05-25,5,105200,10,62,Male,West,0,12,220,5,105200.0,0,0.3406238074816946,0.48995292106333155,-0.6591015694521122,Segment 2
CUST00086,2023-12-21,2,16000,2,56,Female,East,0,40,10,2,16000.0,0,-1.6796429188656905,-1.085639551522346,-1.2934245908423938,Segment 2
CUST00087,2023-10-08,2,195000,8,29,Female,South,0,31,84,2,195000.0,0,-0.96773940577185,-1.085639551522346,-0.020511801281178577,Segment 2
CUST00088,2023-02-20,4,96200,9,40,Male,East,0,9,314,4,96200.0,0,1.244933675465762,-0.03524456979856102,-0.723102771161894,Segment 2
CUST00089,2023-05-04,1,60000,5,33,Male,East,0,49,241,1,60000.0,0,0.5426504801164331,-1.6108370423842386,-0.9805298269279051,Segment 2
CUST00090,2023-08-05,7,287550,26,57,Female,South,0,50,148,7,287550.0,1,-0.35203907012312313,1.5403479027871165,0.6376338896344106,Segment 1
CUST00091,2023-04-14,4,199200,13,51,Male,West,0,35,261,4,199200.0,0,0.7350568350066602,-0.03524456979856102,0.009355426183386249,Segment 2
CUST00092,2023-03-04,3,237000,9,40,Male,East,0,58,302,3,237000.0,0,1.1294898625316259,-0.5604420606604535,0.2781604733644697,Segment 2
CUST00093,2023-02-08,1,60000,5,36,Male,North,0,35,326,1,60000.0,0,1.3603774883998985,-1.6108370423842386,-0.9805298269279051,Segment 2
CUST00094,2023-07-19,2,90000,10,33,Female,North,0,21,165,2,90000.0,0,-0.18849366846643006,-1.085639551522346,-0.7671924878952993,Segment 2
CUST00095,2023-09-11,3,123300,12,59,Female,West,1,10,111,3,123300.0,0,-0.7079908266700433,-0.5604420606604535,-0.5303880415691067,Segment 2
CUST00096,2023-05-16,3,253050,6,61,Female,South,0,26,229,3,253050.0,0,0.42720666718229683,-0.5604420606604535,0.39229594974691384,Segment 2
CUST00097,2023-01-08,7,288000,18,35,Male,South,0,41,357,7,288000.0,1,1.6586073384797506,1.5403479027871165,0.6408339497198997,Segment 1
CUST00098,2023-05-21,4,170250,17,25,Male,East,0,1,224,4,170250.0,0,0.37910507845974,-0.03524456979856102,-0.19651510598307845,Segment 2
CUST00099,2023-11-26,1,135000,3,50,Female,South,1,16,35,1,135000.0,0,-1.4391349752529066,-1.6108370423842386,-0.4471864793463904,Segment 2
CUST00100,2023-07-29,5,321000,12,40,Female,South,0,31,155,5,321000.0,1,-0.28469684591154365,0.48995292106333155,0.8755050226557662,Segment 1
CUST00101,2023-10-30,5,365000,15,18,Female,West,0,5,62,5,365000.0,1,-1.1793863961510997,0.48995292106333155,1.188399786570255,Segment 1
CUST00102,2023-08-03,3,187000,6,38,Female,West,0,55,150,3,187000.0,0,-0.3327984346341004,-0.5604420606604535,-0.07740175835654015,Segment 2
CUST00103,2023-04-15,5,152050,12,19,Male,West,0,30,260,5,152050.0,0,0.7254365172621489,0.48995292106333155,-0.32593975832952604,Segment 2
CUST00104,2023-06-08,2,3050,2,49,Female,West,0,36,206,2,3050.0,0,0.20593935905853558,-1.085639551522346,-1.3855152088581353,Segment 2
CUST00105,2023-12-17,5,174450,15,41,Female,East,0,10,14,5,174450.0,1,-1.641161647887645,0.48995292106333155,-0.16664787851851362,Segment 1
CUST00106,2023-08-16,8,267200,19,27,Female,West,1,30,137,8,267200.0,1,-0.45786256531274805,2.065545393649009,0.4929200613239596,Segment 1
CUST00107,2023-09-04,7,150250,21,59,Male,East,0,58,118,7,150250.0,1,-0.6406486024584639,1.5403479027871165,-0.33873999867148236,Segment 1
CUST00108,2023-06-13,5,112000,10,39,Female,East,0,10,201,5,112000.0,0,0.15783777033597882,0.48995292106333155,-0.6107451059380549,Segment 2
CUST00109,2023-11-29,3,250000,11,39,Male,East,1,47,32,3,250000.0,0,-1.4679959284864406,-0.5604420606604535,0.37060665361193224,Segment 2
CUST00110,2023-10-01,6,260150,16,40,Female,South,0,57,91,6,260150.0,1,-0.9003971815602705,1.0151504119252241,0.44278578665129725,Segment 1
CUST00111,2023-12-08,5,395000,17,28,Female,South,1,12,23,5,395000.0,1,-1.5545787881870428,0.48995292106333155,1.4017371256028608,Segment 1
CUST00112,2023-04-27,2,143000,3,22,Male,West,0,5,248,2,143000.0,0,0.6099927043280126,-1.085639551522346,-0.3902965222710288,Segment 2
CUST00113,2023-10-18,5,426000,14,34,Female,North,1,53,74,5,426000.0,1,-1.0639425832169636,0.48995292106333155,1.6221857092698868,Segment 1
CUST00114,2023-03-14,4,234000,11,18,Male,South,0,29,292,4,234000.0,0,1.0332866850865123,-0.03524456979856102,0.2568267394612091,Segment 2
CUST00115,2023-11-12,5,289000,14,53,Female,West,0,53,49,5,289000.0,1,-1.3044505268297475,0.48995292106333155,0.6479451943543199,Segment 1
CUST00116,2023-02-28,4,57650,15,27,Female,South,0,31,306,4,57650.0,0,1.1679711335096714,-0.03524456979856102,-0.9972412518187925,Segment 2
CUST00117,2023-01-07,2,176000,5,48,Female,West,0,27,358,2,176000.0,0,1.668227656224262,-1.085639551522346,-0.1556254493351623,Segment 2
CUST00118,2023-04-19,3,238000,11,20,Male,North,0,56,256,3,238000.0,0,0.6869552462841034,-0.5604420606604535,0.2852717179988899,Segment 2
CUST00119,2023-05-11,2,111000,8,27,Male,West,0,3,234,2,111000.0,0,0.4753082559048536,-1.085639551522346,-0.6178563505724751,Segment 2
CUST00120,2023-07-14,3,36400,7,44,Female,West,0,12,170,3,36400.0,0,-0.14039207974387327,-0.5604420606604535,-1.1483552003002218,Segment 2
CUST00121,2023-06-02,5,165300,14,21,Male,South,0,11,212,5,165300.0,0,0.26366126552560376,0.48995292106333155,-0.2317157669234584,Segment 2
CUST00122,2023-04-16,4,108500,14,44,Male,West,1,18,259,4,108500.0,0,0.7158161995176375,-0.03524456979856102,-0.6356344621585256,Segment 2
CUST00123,2023-03-18,3,373000,9,61,Male,West,0,42,288,3,373000.0,1,0.9948054141084669,-0.5604420606604535,1.2452897436456165,Segment 1
CUST00124,2023-03-17,1,3000,1,45,Male,North,0,19,289,1,3000.0,0,1.0044257318529783,-1.6108370423842386,-1.3858707710898563,Segment 2
CUST00125,2023-08-28,5,249300,19,50,Male,North,0,1,125,5,249300.0,1,-0.5733063782468844,0.48995292106333155,0.3656287823678381,Segment 1
CUST00126,2023-05-16,1,60000,5,41,Male,West,0,50,229,1,60000.0,0,0.42720666718229683,-1.6108370423842386,-0.9805298269279051,Segment 2
CUST00127,2023-12-25,2,57000,2,51,Male,South,0,36,6,2,57000.0,0,-1.7181241898437358,-1.085639551522346,-1.0018635608311657,Segment 2
CUST00128,2023-04-06,2,75200,7,52,Male,South,0,52,269,2,75200.0,0,0.8120193769627511,-1.085639551522346,-0.8724389084847182,Segment 2
CUST00129,2023-07-28,4,334100,9,39,Male,East,1,30,156,4,334100.0,1,-0.27507652816703226,-0.03524456979856102,0.9686623273666708,Segment 1
CUST00130,2023-06-27,3,69050,5,63,Female,East,0,24,187,3,69050.0,0,0.023153321912819807,-0.5604420606604535,-0.9161730629864023,Segment 2
CUST00131,2023-04-11,4,131300,13,24,Female,North,0,47,264,4,131300.0,0,0.7639177882401943,-0.03524456979856102,-0.4734980844937451,Segment 2
CUST00132,2023-04-28,3,148000,5,46,Female,North,1,56,247,3,148000.0,0,0.6003723865835012,-0.5604420606604535,-0.3547402990989278,Segment 2
CUST00133,2023-11-17,4,228100,12,21,Female,South,1,1,44,4,228100.0,0,-1.3525521155523044,-0.03524456979856102,0.21487039611812994,Segment 2
CUST00134,2023-12-14,5,153700,21,47,Female,South,0,15,17,5,153700.0,0,-1.612300694654111,0.48995292106333155,-0.3142062046827327,Segment 2
CUST00135,2023-01-15,6,338100,12,61,Female,South,0,25,350,6,338100.0,1,1.591265114268171,1.0151504119252241,0.9971073059043516,Segment 1
CUST00136,2023-03-06,4,146000,10,62,Female,South,0,6,300,4,146000.0,0,1.1102492270426032,-0.03524456979856102,-0.3689627883677682,Segment 2
CUST00137,2023-01-13,3,341000,13,53,Male,South,0,17,352,3,341000.0,1,1.6105057497571937,-0.5604420606604535,1.0177299153441701,Segment 1
CUST00138,2023-12-20,8,242200,29,36,Male,East,0,30,11,8,242200.0,1,-1.670022601121179,2.065545393649009,0.3151389454634547,Segment 1
CUST00139,2023-07-14,7,399000,22,58,Female,West,0,38,170,7,399000.0,1,-0.14039207974387327,1.5403479027871165,1.4301821041405416,Segment 1
CUST00140,2023-06-18,1,24000,3,53,Female,South,1,49,196,1,24000.0,0,0.10973618161342202,-1.6108370423842386,-1.2365346337670322,Segment 2
CUST00141,2023-12-20,3,223300,10,37,Female,South,0,3,11,3,223300.0,0,-1.670022601121179,-0.5604420606604535,0.180736421872913,Segment 2
CUST00142,2023-06-13,8,202650,24,24,Male,North,1,34,201,8,202650.0,1,0.15783777033597882,2.065545393649009,0.03388922017213593,Segment 1
CUST00143,2023-01-04,2,100000,4,61,Female,West,0,53,361,2,100000.0,0,1.697088609457796,-1.085639551522346,-0.6960800415510973,Segment 2
CUST00144,2023-09-30,1,24000,2,28,Male,East,0,50,92,1,24000.0,0,-0.8907768638157592,-1.6108370423842386,-1.2365346337670322,Segment 2
CUST00145,2023-11-15,6,474000,19,35,Male,West,0,49,46,6,474000.0,1,-1.3333114800632815,1.0151504119252241,1.9635254517220562,Segment 1
CUST00146,2023-02-28,5,234300,13,49,Female,West,0,4,306,5,234300.0,1,1.1679711335096714,0.48995292106333155,0.25896011285153514,Segment 1
CUST00147,2023-10-12,4,171600,11,27,Female,West,0,41,80,4,171600.0,0,-1.0062206767498953,-0.03524456979856102,-0.18691492572661117,Segment 2
CUST00148,2023-03-27,3,238300,12,53,Female,South,0,12,279,3,238300.0,0,0.9082225544078647,-0.5604420606604535,0.28740509138921594,Segment 2
CUST00149,2023-04-16,2,48150,7,43,Female,North,1,46,259,2,48150.0,0,0.7158161995176375,-1.085639551522346,-1.0647980758457845,Segment 2
CUST00150,2023-01-21,3,140400,6,59,Female,South,0,21,344,3,140400.0,0,1.5335432078011029,-0.5604420606604535,-0.40878575832052133,Segment 2
CUST00151,2023-12-31,4,255000,14,39,Female,West,0,57,0,4,255000.0,1,-1.775846096310804,-0.03524456979856102,0.40616287678403323,Segment 1
CUST00152,2023-02-21,7,535250,23,56,Male,North,0,31,313,7,535250.0,1,1.2353133577212507,1.5403479027871165,2.399089185580293,Segment 1
CUST00153,2023-10-09,2,45050,4,45,Female,North,0,45,83,2,45050.0,0,-0.9773597235163614,-1.085639551522346,-1.086842934212487,Segment 2
CUST00154,2023-07-16,4,48700,11,63,Male,East,0,20,168,4,48700.0,0,-0.159632715232896,-0.03524456979856102,-1.0608868912968534,Segment 2
CUST00155,2023-10-04,1,90000,2,26,Male,South,0,11,88,1,90000.0,0,-0.9292581347938046,-1.6108370423842386,-0.7671924878952993,Segment 2
CUST00157,2023-09-14,3,12600,8,19,Male,East,1,13,108,3,12600.0,0,-0.7368517799035774,-0.5604420606604535,-1.3176028225994225,Segment 2
CUST00158,2023-07-14,2,42000,5,36,Male,East,0,8,170,2,42000.0,0,-0.14039207974387327,-1.085639551522346,-1.1085322303474687,Segment 2
CUST00159,2023-07-06,1,12000,1,39,Female,South,0,8,178,1,12000.0,0,-0.0634295377877824,-1.6108370423842386,-1.3218695693800746,Segment 2
CUST00160,2023-04-23,2,175000,4,56,Female,North,0,23,252,2,175000.0,0,0.648473975306058,-1.085639551522346,-0.1627366939695825,Segment 2
CUST00161,2023-03-02,6,400050,13,50,Female,West,0,44,304,6,400050.0,1,1.1487304980206485,1.0151504119252241,1.4376489110066828,Segment 1
CUST00162,2023-05-26,6,91500,11,40,Female,West,0,15,219,6,91500.0,0,0.33100348973718324,1.0151504119252241,-0.7565256209436689,Segment 2
CUST00163,2023-08-22,4,98300,11,46,Female,South,0,42,131,4,98300.0,0,-0.5155844717798161,-0.03524456979856102,-0.7081691574296116,Segment 2
CUST00164,2023-01-08,5,120600,17,20,Male,South,0,32,357,5,120600.0,0,1.6586073384797506,0.48995292106333155,-0.5495884020820412,Segment 2
CUST00165,2023-08-31,9,559150,30,30,Male,South,0,9,122,9,559150.0,1,-0.6021673314804185,2.590742884510902,2.5690479323429356,Segment 1
CUST00166,2023-05-30,3,60350,12,57,Male,East,0,10,215,3,60350.0,0,0.2925222187591378,-0.5604420606604535,-0.978040891305858,Segment 2
CUST00167,2023-01-31,4,238050,12,33,Male,South,0,44,334,4,238050.0,0,1.4373400303559893,-0.03524456979856102,0.2856272802306109,Segment 2
CUST00168,2023-03-02,4,225000,13,60,Female,West,1,5,304,4,225000.0,0,1.1487304980206485,-0.03524456979856102,0.19282553775142733,Segment 2
CUST00169,2023-10-23,2,173000,9,19,Male,North,1,24,69,2,173000.0,0,-1.1120441719395204,-1.085639551522346,-0.1769591832384229,Segment 2
CUST00170,2023-08-18,4,211500,13,25,Female,West,0,17,135,4,211500.0,0,-0.47710320080177077,-0.03524456979856102,0.09682373518675466,Segment 2
CUST00171,2023-09-10,6,658000,24,26,Male,West,0,17,112,6,658000.0,1,-0.698370508925532,1.0151504119252241,3.2719944644553722,Segment 1
CUST00172,2023-01-23,7,164200,18,31,Female,East,0,34,342,7,164200.0,1,1.5143025723120802,1.5403479027871165,-0.23953813602132062,Segment 1
CUST00173,2023-04-08,6,363200,15,43,Female,East,0,54,267,6,363200.0,1,0.7927787414737284,1.0151504119252241,1.1755995462282984,Segment 1
CUST00174,2023-07-26,4,163700,12,42,Male,West,1,33,158,4,163700.0,0,-0.25583589267800955,-0.03524456979856102,-0.24309375833853072,Segment 2
CUST00175,2023-04-26,6,180300,15,41,Male,West,1,58,249,6,180300.0,1,0.619613022072524,1.0151504119252241,-0.12504709740715547,Segment 1
CUST00176,2023-07-25,5,226100,13,21,Female,North,0,46,159,5,226100.0,1,-0.2462155749334982,0.48995292106333155,0.20064790684928954,Segment 1
CUST00177,2023-05-17,4,235000,12,19,Male,South,0,1,228,4,235000.0,0,0.41758634943778544,-0.03524456979856102,0.2639379840956293,Segment 2
CUST00178,2023-08-29,5,90650,13,51,Female,East,0,41,124,5,90650.0,0,-0.5829266959913957,0.48995292106333155,-0.7625701788829261,Segment 2
CUST00179,2023-03-04,4,211500,17,30,Male,West,1,56,302,4,211500.0,0,1.1294898625316259,-0.03524456979856102,0.09682373518675466,Segment 2
CUST00180,2023-10-19,9,219000,15,43,Female,North,0,20,73,9,219000.0,1,-1.0735629009614749,2.590742884510902,0.15015806994490613,Segment 1
CUST00181,2023-07-16,4,185550,17,62,Male,North,0,37,168,4,185550.0,0,-0.159632715232896,-0.03524456979856102,-0.08771306307644944,Segment 2
CUST00182,2023-06-18,2,163150,7,19,Female,East,0,50,196,2,163150.0,0,0.10973618161342202,-1.085639551522346,-0.24700494288746183,Segment 2
CUST00183,2023-08-11,4,401000,8,60,Male,South,0,28,142,4,401000.0,1,-0.4097609765901913,-0.03524456979856102,1.4444045934093819,Segment 1
CUST00184,2023-02-12,5,192050,13,34,Female,East,0,54,322,5,192050.0,1,1.321896217421853,0.48995292106333155,-0.041489972952718154,Segment 1
