customer_id,compound_mean,compound_median,compound_min,compound_max,neg_mean,neu_mean,pos_mean,churn,sentiment_last,sentiment_vader_last,compound_last,sent_share_negative,sent_share_neutral,sent_share_positive
CUST00038,-0.01088,0.0,-0.4767,0.4404,0.16219999999999998,0.6698,0.16799999999999998,0,Negative,Neutral,0.0,0.4,0.4,0.2
CUST00040,0.08082,0.0,-0.4767,0.4404,0.0766,0.7554000000000001,0.16799999999999998,0,Negative,Neutral,0.0,0.6,0.4,0.0
CUST00041,-0.38370000000000004,-0.38370000000000004,-0.4585,-0.3089,0.4285,0.5714999999999999,0.0,1,Neutral,Negative,-0.3089,0.0,0.5,0.5
CUST00042,0.13845,0.2202,-0.4585,0.5719,0.107,0.62575,0.26725,0,Positive,Negative,-0.4585,0.25,0.25,0.5
CUST00043,0.12979999999999997,0.4404,-0.4767,0.5719,0.16219999999999998,0.49420000000000003,0.3436,0,Positive,Positive,0.5719,0.2,0.2,0.6
CUST00044,0.28595,0.28595,0.0,0.5719,0.0,0.6755,0.3245,0,Negative,Neutral,0.0,0.5,0.0,0.5
CUST00045,0.22421249999999998,0.50615,-0.4767,0.8016,0.15487499999999998,0.43487499999999996,0.41025,0,Negative,Negative,-0.4767,0.125,0.125,0.75
CUST00046,0.8016,0.8016,0.8016,0.8016,0.0,0.218,0.782,0,Positive,Positive,0.8016,0.0,0.0,1.0
CUST00047,0.05194999999999998,-0.15445,-0.4585,0.8016,0.2143,0.5707,0.215,0,Positive,Negative,-0.4585,0.1,0.5,0.4
CUST00048,0.18661999999999998,0.0,-0.3089,0.8016,0.0858,0.6738,0.2404,0,Neutral,Positive,0.4404,0.4,0.4,0.2
CUST00049,0.01861999999999999,0.0,-0.4585,0.4404,0.1714,0.6481999999999999,0.18039999999999998,0,Positive,Positive,0.4201,0.2,0.4,0.4
CUST00050,0.3374333333333333,0.4404,0.0,0.5719,0.0,0.6436666666666667,0.35633333333333334,0,Negative,Neutral,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00051,0.24647999999999998,0.4201,-0.3089,0.6808,0.0858,0.6282,0.286,0,Neutral,Negative,-0.3089,0.2,0.4,0.4
CUST00052,0.12793333333333332,0.4201,-0.4767,0.4404,0.12766666666666668,0.5716666666666667,0.30066666666666664,0,Neutral,Positive,0.4404,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00053,0.07182,-0.3089,-0.4767,0.8016,0.248,0.4391999999999999,0.3128,0,Negative,Negative,-0.4767,0.2,0.2,0.6
CUST00054,0.46264000000000005,0.4404,0.4201,0.5719,0.0,0.5218,0.4782,0,Positive,Positive,0.4201,0.0,0.6,0.4
CUST00055,0.29893333333333333,0.5719,-0.4767,0.8016,0.12766666666666668,0.3953333333333333,0.47700000000000004,0,Negative,Negative,-0.4767,0.3333333333333333,0.0,0.6666666666666666
CUST00056,-0.23835,-0.23835,-0.4767,0.0,0.1915,0.8085,0.0,1,Negative,Neutral,0.0,1.0,0.0,0.0
CUST00057,-0.03340000000000001,-0.22925,-0.4767,0.8016,0.20274999999999999,0.60175,0.1955,0,Negative,Neutral,0.0,0.5,0.0,0.5
CUST00058,0.305975,0.4404,-0.4585,0.8016,0.107,0.48749999999999993,0.40549999999999997,0,Neutral,Positive,0.4404,0.0,0.5,0.5
CUST00059,0.1593,0.43025,-0.4585,0.5719,0.14266666666666666,0.5288333333333334,0.32849999999999996,0,Positive,Positive,0.4201,0.0,0.3333333333333333,0.6666666666666666
CUST00060,0.433675,0.621,-0.3089,0.8016,0.10725,0.39674999999999994,0.496,0,Neutral,Positive,0.4404,0.0,0.5,0.5
CUST00061,-0.4676,-0.4676,-0.4767,-0.4585,0.40549999999999997,0.5945,0.0,0,Negative,Negative,-0.4767,0.5,0.0,0.5
CUST00062,0.6046333333333332,0.5719,0.4404,0.8016,0.0,0.383,0.617,0,Neutral,Positive,0.4404,0.0,0.3333333333333333,0.6666666666666666
CUST00063,0.5137666666666666,0.4404,0.4201,0.6808,0.0,0.5233333333333333,0.4766666666666666,0,Positive,Positive,0.4201,0.0,0.3333333333333333,0.6666666666666666
CUST00064,0.17194285714285712,0.4404,-0.4767,0.8016,0.17057142857142857,0.4532857142857143,0.37614285714285717,0,Positive,Negative,-0.4585,0.2857142857142857,0.14285714285714285,0.5714285714285714
CUST00065,0.305425,0.21005,0.0,0.8016,0.0,0.6839999999999999,0.316,0,Positive,Positive,0.8016,0.5,0.0,0.5
CUST00066,0.30426666666666663,0.4201,-0.3089,0.8016,0.143,0.43566666666666665,0.42133333333333334,0,Positive,Positive,0.8016,0.0,0.3333333333333333,0.6666666666666666
CUST00067,0.38095999999999997,0.4201,-0.3089,0.8016,0.0858,0.43520000000000003,0.479,0,Positive,Positive,0.4201,0.0,0.2,0.8
CUST00068,0.5608,0.4404,0.4404,0.8016,0.0,0.4593333333333333,0.5406666666666666,0,Neutral,Positive,0.4404,0.0,0.6666666666666666,0.3333333333333333
CUST00069,-0.15445,-0.15445,-0.3089,0.0,0.2145,0.7855,0.0,0,Negative,Neutral,0.0,0.5,0.5,0.0
CUST00070,0.17176666666666662,0.4201,-0.4767,0.5719,0.12766666666666668,0.49533333333333335,0.377,1,Negative,Negative,-0.4767,0.3333333333333333,0.0,0.6666666666666666
CUST00071,0.19799999999999998,0.21005,-0.3089,0.6808,0.10725,0.64025,0.2525,0,Positive,Positive,0.6808,0.25,0.25,0.5
CUST00072,0.33030000000000004,0.4404,0.0,0.4404,0.0,0.6849999999999999,0.315,0,Negative,Neutral,0.0,0.25,0.75,0.0
CUST00073,-0.15445,-0.15445,-0.3089,0.0,0.2145,0.7855,0.0,0,Negative,Neutral,0.0,0.5,0.5,0.0
CUST00074,-0.01867500000000001,-0.019200000000000023,-0.4767,0.4404,0.20274999999999999,0.57175,0.22549999999999998,1,Negative,Negative,-0.4767,0.25,0.25,0.5
CUST00075,-0.39280000000000004,-0.39280000000000004,-0.4767,-0.3089,0.406,0.594,0.0,0,Neutral,Negative,-0.3089,0.5,0.5,0.0
CUST00076,0.07882499999999998,0.05559999999999998,-0.4767,0.6808,0.203,0.5445,0.2525,0,Neutral,Negative,-0.3089,0.25,0.25,0.5
CUST00077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Negative,Neutral,0.0,1.0,0.0,0.0
CUST00078,0.4336333333333333,0.4404,0.4201,0.4404,0.0,0.5593333333333333,0.4406666666666667,1,Neutral,Positive,0.4404,0.0,0.6666666666666666,0.3333333333333333
CUST00079,0.4404,0.4404,0.4404,0.4404,0.0,0.58,0.42,0,Neutral,Positive,0.4404,0.0,1.0,0.0
CUST00080,0.5719,0.5719,0.5719,0.5719,0.0,0.351,0.649,0,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00081,0.24691999999999997,0.4404,-0.4585,0.6808,0.0856,0.595,0.3194,0,Positive,Negative,-0.4585,0.2,0.2,0.6
CUST00082,0.34014,0.4201,0.0,0.4404,0.0,0.6268,0.3732,0,Positive,Positive,0.4201,0.2,0.2,0.6
CUST00083,-0.109,-0.3089,-0.4585,0.4404,0.2856666666666667,0.5743333333333333,0.13999999999999999,0,Neutral,Negative,-0.3089,0.0,0.6666666666666666,0.3333333333333333
CUST00084,-0.12523333333333334,-0.3089,-0.4767,0.8016,0.2781666666666667,0.5914999999999999,0.13033333333333333,0,Neutral,Negative,-0.3089,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00085,0.5207200000000001,0.6808,0.0,0.8016,0.0,0.5484,0.4516,0,Negative,Neutral,0.0,0.2,0.2,0.6
CUST00086,0.2202,0.2202,0.0,0.4404,0.0,0.79,0.21,0,Neutral,Positive,0.4404,0.5,0.5,0.0
CUST00087,0.06575,0.06575,-0.3089,0.4404,0.2145,0.5754999999999999,0.21,0,Neutral,Positive,0.4404,0.0,1.0,0.0
CUST00088,0.5005,0.4404,0.4404,0.6808,0.0,0.5529999999999999,0.447,0,Positive,Positive,0.6808,0.0,0.75,0.25
CUST00089,0.4201,0.4201,0.4201,0.4201,0.0,0.518,0.482,0,Positive,Positive,0.4201,0.0,0.0,1.0
CUST00090,0.5292142857142857,0.6808,0.0,0.8016,0.0,0.5331428571428571,0.4668571428571428,0,Positive,Positive,0.6808,0.14285714285714285,0.14285714285714285,0.7142857142857143
CUST00091,-0.311025,-0.38370000000000004,-0.4767,0.0,0.31,0.69,0.0,0,Negative,Negative,-0.4767,0.5,0.25,0.25
CUST00092,0.4941333333333333,0.6808,0.0,0.8016,0.0,0.5633333333333334,0.4366666666666667,0,Positive,Positive,0.6808,0.3333333333333333,0.0,0.6666666666666666
CUST00093,0.4404,0.4404,0.4404,0.4404,0.0,0.58,0.42,0,Neutral,Positive,0.4404,0.0,1.0,0.0
CUST00094,0.62635,0.62635,0.5719,0.6808,0.0,0.4115,0.5885,0,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00095,0.3737333333333333,0.4404,0.0,0.6808,0.0,0.684,0.316,1,Neutral,Positive,0.4404,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00096,0.06803333333333332,0.0,-0.4767,0.6808,0.12766666666666668,0.6963333333333334,0.17600000000000002,0,Negative,Negative,-0.4767,0.6666666666666666,0.0,0.3333333333333333
CUST00097,0.18277142857142856,0.4404,-0.4767,0.6808,0.1772857142857143,0.5191428571428571,0.30357142857142855,0,Neutral,Positive,0.4404,0.14285714285714285,0.42857142857142855,0.42857142857142855
CUST00098,0.3009,0.43025,-0.4585,0.8016,0.107,0.472,0.421,0,Neutral,Positive,0.4404,0.0,0.25,0.75
CUST00099,0.4404,0.4404,0.4404,0.4404,0.0,0.58,0.42,1,Neutral,Positive,0.4404,0.0,1.0,0.0
CUST00100,0.15884,0.4404,-0.4585,0.6808,0.1714,0.5549999999999999,0.27359999999999995,0,Neutral,Negative,-0.3089,0.0,0.6,0.4
CUST00101,0.40359999999999996,0.5719,-0.4767,0.8016,0.0766,0.4476,0.4758,0,Positive,Positive,0.5719,0.2,0.2,0.6
CUST00102,0.5978666666666667,0.5719,0.4201,0.8016,0.0,0.36233333333333334,0.6376666666666667,0,Positive,Positive,0.8016,0.0,0.0,1.0
CUST00103,0.55474,0.5719,0.4201,0.6808,0.0,0.4662,0.5338,0,Positive,Positive,0.4201,0.0,0.0,1.0
CUST00104,-0.22925,-0.22925,-0.4585,0.0,0.214,0.786,0.0,0,Negative,Neutral,0.0,0.5,0.0,0.5
CUST00105,0.21292,0.4201,-0.4767,0.6808,0.0766,0.6374,0.286,0,Negative,Negative,-0.4767,0.4,0.2,0.4
CUST00106,0.24688749999999998,0.0,-0.3089,0.8016,0.053625,0.684875,0.2615,1,Negative,Neutral,0.0,0.5,0.125,0.375
CUST00107,0.3217428571428571,0.5719,-0.4767,0.8016,0.11585714285714285,0.4152857142857143,0.46885714285714286,0,Neutral,Positive,0.4404,0.14285714285714285,0.14285714285714285,0.7142857142857143
CUST00108,-0.23022,-0.3089,-0.4767,0.4201,0.32480000000000003,0.5788,0.0964,0,Negative,Negative,-0.4767,0.4,0.4,0.2
CUST00109,0.22089999999999999,0.4404,-0.4585,0.6808,0.14266666666666666,0.5413333333333333,0.316,1,Positive,Positive,0.6808,0.0,0.3333333333333333,0.6666666666666666
CUST00110,0.11311666666666666,0.06575,-0.4767,0.8016,0.20666666666666667,0.505,0.28833333333333333,0,Neutral,Positive,0.4404,0.16666666666666666,0.3333333333333333,0.5
CUST00111,-0.0654,0.0,-0.4585,0.4404,0.1714,0.7445999999999999,0.08399999999999999,1,Negative,Neutral,0.0,0.4,0.4,0.2
CUST00112,-0.22925,-0.22925,-0.4585,0.0,0.214,0.786,0.0,0,Positive,Negative,-0.4585,0.5,0.0,0.5
CUST00113,0.35916,0.4404,-0.4585,0.8016,0.0856,0.46019999999999994,0.4542,1,Neutral,Positive,0.4404,0.0,0.4,0.6
CUST00114,0.325225,0.43025,0.0,0.4404,0.0,0.6695,0.3305,0,Neutral,Positive,0.4404,0.25,0.5,0.25
CUST00115,0.42989999999999995,0.5719,-0.4767,0.8016,0.0766,0.4018,0.5216000000000001,0,Negative,Negative,-0.4767,0.2,0.0,0.8
CUST00116,0.5109,0.621,0.0,0.8016,0.0,0.504,0.496,0,Negative,Neutral,0.0,0.25,0.25,0.5
CUST00117,0.50615,0.50615,0.4404,0.5719,0.0,0.46549999999999997,0.5345,0,Positive,Positive,0.5719,0.0,0.5,0.5
CUST00118,-0.1589,0.0,-0.4767,0.0,0.12766666666666668,0.8723333333333333,0.0,0,Negative,Negative,-0.4767,1.0,0.0,0.0
CUST00119,0.50615,0.50615,0.4404,0.5719,0.0,0.46549999999999997,0.5345,0,Neutral,Positive,0.4404,0.0,0.5,0.5
CUST00120,0.5344,0.8016,0.0,0.8016,0.0,0.47866666666666663,0.5213333333333333,0,Negative,Neutral,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00121,-0.00040000000000002257,-0.4585,-0.4585,0.8016,0.25680000000000003,0.45699999999999996,0.2862,0,Positive,Negative,-0.4585,0.0,0.0,1.0
CUST00122,-0.02375000000000002,-0.019200000000000023,-0.4767,0.4201,0.20274999999999999,0.55625,0.241,1,Positive,Positive,0.4201,0.25,0.0,0.75
CUST00123,0.14076666666666668,0.4404,-0.4585,0.4404,0.14266666666666666,0.5773333333333333,0.27999999999999997,0,Positive,Negative,-0.4585,0.0,0.6666666666666666,0.3333333333333333
CUST00124,-0.3089,-0.3089,-0.3089,-0.3089,0.429,0.571,0.0,0,Neutral,Negative,-0.3089,0.0,1.0,0.0
CUST00125,0.1815,0.4404,-0.4767,0.6808,0.16240000000000002,0.5182,0.3194,0,Negative,Negative,-0.4767,0.2,0.4,0.4
CUST00126,-0.4585,-0.4585,-0.4585,-0.4585,0.428,0.572,0.0,0,Positive,Negative,-0.4585,0.0,0.0,1.0
CUST00127,0.4201,0.4201,0.4201,0.4201,0.0,0.518,0.482,0,Positive,Positive,0.4201,0.0,0.0,1.0
CUST00128,-0.22925,-0.22925,-0.4585,0.0,0.214,0.786,0.0,0,Negative,Neutral,0.0,0.5,0.0,0.5
CUST00129,-0.19637500000000002,-0.38370000000000004,-0.4585,0.4404,0.32125,0.57375,0.105,1,Positive,Negative,-0.4585,0.0,0.5,0.5
CUST00130,0.11436666666666666,0.0,-0.4585,0.8016,0.14266666666666666,0.5966666666666667,0.26066666666666666,0,Negative,Neutral,0.0,0.3333333333333333,0.0,0.6666666666666666
CUST00131,0.195875,0.2202,-0.4585,0.8016,0.107,0.5925,0.3005,0,Positive,Positive,0.8016,0.25,0.25,0.5
CUST00132,0.414,0.4404,0.0,0.8016,0.0,0.5993333333333334,0.40066666666666667,1,Neutral,Positive,0.4404,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00133,0.271225,0.4404,-0.4767,0.6808,0.09575,0.5622499999999999,0.34199999999999997,1,Neutral,Positive,0.4404,0.25,0.5,0.25
CUST00134,0.28922,0.4404,-0.4767,0.8016,0.0766,0.5774,0.346,0,Neutral,Positive,0.4404,0.4,0.2,0.4
CUST00135,0.33116666666666666,0.43025,-0.4767,0.8016,0.06383333333333334,0.5251666666666667,0.41100000000000003,0,Positive,Positive,0.4201,0.3333333333333333,0.16666666666666666,0.5
CUST00136,-0.009075,0.0,-0.4767,0.4404,0.09575,0.79925,0.105,0,Negative,Neutral,0.0,0.75,0.25,0.0
CUST00137,0.16423333333333331,0.0,-0.3089,0.8016,0.143,0.5963333333333333,0.26066666666666666,0,Negative,Neutral,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00138,0.1878625,0.43025,-0.4767,0.8016,0.14925,0.493125,0.35762499999999997,0,Neutral,Positive,0.4404,0.25,0.125,0.625
CUST00139,0.10827142857142856,0.0,-0.4767,0.6808,0.11585714285714285,0.6559999999999999,0.22814285714285715,0,Positive,Negative,-0.4585,0.42857142857142855,0.14285714285714285,0.42857142857142855
CUST00140,0.4201,0.4201,0.4201,0.4201,0.0,0.518,0.482,1,Positive,Positive,0.4201,0.0,0.0,1.0
CUST00141,0.2551,0.4404,-0.4767,0.8016,0.12766666666666668,0.4716666666666667,0.40066666666666667,0,Neutral,Positive,0.4404,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00142,0.433575,0.50615,-0.4585,0.8016,0.0535,0.45525,0.49124999999999996,1,Positive,Positive,0.4201,0.0,0.25,0.75
CUST00143,-0.009050000000000002,-0.009050000000000002,-0.4585,0.4404,0.214,0.576,0.21,0,Positive,Negative,-0.4585,0.0,0.5,0.5
CUST00144,0.8016,0.8016,0.8016,0.8016,0.0,0.218,0.782,0,Positive,Positive,0.8016,0.0,0.0,1.0
CUST00145,0.06059999999999999,0.21005,-0.4585,0.4404,0.14266666666666666,0.6266666666666666,0.23066666666666666,0,Negative,Neutral,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666
CUST00146,0.20886,0.4201,-0.3089,0.8016,0.1716,0.4915999999999999,0.3368,0,Neutral,Positive,0.4404,0.0,0.6,0.4
CUST00147,0.5005,0.4404,0.4404,0.6808,0.0,0.5529999999999999,0.447,0,Neutral,Positive,0.4404,0.0,0.75,0.25
CUST00148,0.26399999999999996,0.4201,-0.3089,0.6808,0.143,0.5203333333333333,0.33666666666666667,0,Neutral,Negative,-0.3089,0.0,0.3333333333333333,0.6666666666666666
CUST00149,-0.39280000000000004,-0.39280000000000004,-0.4767,-0.3089,0.406,0.594,0.0,1,Neutral,Negative,-0.3089,0.5,0.5,0.0
CUST00150,0.20806666666666662,0.4201,-0.4767,0.6808,0.12766666666666668,0.5356666666666666,0.33666666666666667,0,Positive,Positive,0.4201,0.3333333333333333,0.0,0.6666666666666666
CUST00151,-0.09082500000000002,-0.22925,-0.4767,0.5719,0.20274999999999999,0.635,0.16225,0,Positive,Positive,0.5719,0.5,0.0,0.5
CUST00152,0.1881428571428571,0.4201,-0.4585,0.8016,0.12228571428571429,0.5444285714285714,0.3332857142857143,0,Neutral,Positive,0.4404,0.14285714285714285,0.14285714285714285,0.7142857142857143
CUST00153,-0.01815,-0.01815,-0.4767,0.4404,0.1915,0.5985,0.21,0,Negative,Negative,-0.4767,0.5,0.5,0.0
CUST00154,0.45347499999999996,0.50615,0.0,0.8016,0.0,0.53725,0.46275,0,Positive,Positive,0.5719,0.25,0.25,0.5
CUST00155,0.8016,0.8016,0.8016,0.8016,0.0,0.218,0.782,0,Positive,Positive,0.8016,0.0,0.0,1.0
CUST00157,0.414,0.4404,0.0,0.8016,0.0,0.5993333333333334,0.40066666666666667,1,Negative,Neutral,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
CUST00158,0.28595,0.28595,0.0,0.5719,0.0,0.6755,0.3245,0,Positive,Positive,0.5719,0.5,0.0,0.5
CUST00159,0.5719,0.5719,0.5719,0.5719,0.0,0.351,0.649,0,Positive,Positive,0.5719,0.0,0.0,1.0
CUST00160,0.13149999999999998,0.13149999999999998,-0.3089,0.5719,0.2145,0.46099999999999997,0.3245,0,Neutral,Negative,-0.3089,0.0,0.5,0.5
CUST00161,0.13236666666666666,0.0,-0.4585,0.6808,0.07133333333333333,0.7324999999999999,0.19616666666666668,0,Negative,Neutral,0.0,0.5,0.0,0.5
CUST00162,0.009833333333333324,-0.009050000000000002,-0.4767,0.5719,0.2065,0.5453333333333333,0.24816666666666665,0,Negative,Negative,-0.4767,0.16666666666666666,0.3333333333333333,0.5
CUST00163,0.301425,0.4404,-0.4767,0.8016,0.09575,0.49874999999999997,0.40549999999999997,0,Neutral,Positive,0.4404,0.25,0.5,0.25
CUST00164,0.49274000000000007,0.4404,0.0,0.8016,0.0,0.5067999999999999,0.4932,0,Neutral,Positive,0.4404,0.2,0.2,0.6
CUST00165,0.05652222222222222,0.0,-0.4767,0.8016,0.1378888888888889,0.6883333333333334,0.17377777777777778,0,Negative,Negative,-0.4767,0.5555555555555556,0.2222222222222222,0.2222222222222222
CUST00166,0.6082,0.5719,0.5719,0.6808,0.0,0.3913333333333333,0.6086666666666667,0,Positive,Positive,0.6808,0.0,0.0,1.0
CUST00167,0.3009,0.43025,-0.4585,0.8016,0.107,0.472,0.421,0,Neutral,Positive,0.4404,0.0,0.25,0.75
CUST00168,0.331325,0.5606,-0.4767,0.6808,0.09575,0.53525,0.369,1,Positive,Positive,0.6808,0.25,0.25,0.5
CUST00169,-0.15445,-0.15445,-0.3089,0.0,0.2145,0.7855,0.0,1,Negative,Neutral,0.0,0.5,0.5,0.0
CUST00170,0.5635749999999999,0.50615,0.4404,0.8016,0.0,0.43224999999999997,0.56775,0,Positive,Positive,0.5719,0.0,0.5,0.5
CUST00171,0.049883333333333314,0.06575,-0.4767,0.6808,0.1991666666666667,0.5728333333333333,0.22799999999999998,0,Neutral,Positive,0.4404,0.3333333333333333,0.5,0.16666666666666666
CUST00172,-0.026857142857142864,-0.4585,-0.4767,0.8016,0.2317142857142857,0.5365714285714286,0.2317142857142857,0,Negative,Negative,-0.4767,0.2857142857142857,0.2857142857142857,0.42857142857142855
CUST00173,0.5243,0.50615,0.4404,0.6808,0.0,0.48566666666666664,0.5143333333333333,0,Neutral,Positive,0.4404,0.0,0.5,0.5
CUST00174,-0.20600000000000002,-0.38370000000000004,-0.4767,0.4201,0.31,0.5695,0.1205,1,Negative,Negative,-0.4767,0.25,0.25,0.5
CUST00175,0.11044999999999999,0.0,-0.4585,0.6808,0.07133333333333333,0.7706666666666666,0.158,1,Positive,Negative,-0.4585,0.5,0.16666666666666666,0.3333333333333333
CUST00176,0.24647999999999998,0.4201,-0.3089,0.6808,0.0858,0.6282,0.286,0,Negative,Neutral,0.0,0.2,0.4,0.4
CUST00177,0.539025,0.5719,0.4404,0.5719,0.0,0.40825,0.59175,0,Neutral,Positive,0.4404,0.0,0.25,0.75
CUST00178,0.33648,0.4404,0.0,0.8016,0.0,0.6756,0.32439999999999997,0,Positive,Positive,0.8016,0.4,0.4,0.2
CUST00179,0.385325,0.43025,0.0,0.6808,0.0,0.6425,0.3575,1,Positive,Positive,0.6808,0.25,0.25,0.5
