customer_id,first_purchase,last_purchase,total_orders,total_quantity,total_revenue,age,gender,region,segment,churn,tenure_months,unique_products,unique_categories,sentiment_mean,sent_share_negative,sent_share_neutral,sent_share_positive,recency_days,aov,orders_per_month,rev_90d,rev_90d_share,level_1,0
CUST00007,2020-01-11,2023-01-06,3,8,450,44,Male,East,Consumer,0,28,2,1,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,359,150.0,0.10714285714285714,0.0,0.0,ip_gap_std,312.54119728445403
CUST00008,2020-09-04,2023-11-16,4,15,410200,28,Female,East,Consumer,1,22,3,2,0.5,0.0,0.5,0.5,45,102550.0,0.18181818181818182,0.0,0.0,ip_gap_mean,297.6666666666667
CUST00008,2020-09-04,2023-11-16,4,15,410200,28,Female,East,Consumer,1,22,3,2,0.5,0.0,0.5,0.5,45,102550.0,0.18181818181818182,0.0,0.0,ip_gap_median,322.0
CUST00008,2020-09-04,2023-11-16,4,15,410200,28,Female,East,Consumer,1,22,3,2,0.5,0.0,0.5,0.5,45,102550.0,0.18181818181818182,0.0,0.0,ip_gap_std,225.48688062353722
CUST00009,2022-03-05,2023-08-10,4,8,234000,61,Female,South,Corporate,0,52,3,2,0.25,0.25,0.25,0.5,143,58500.0,0.07692307692307693,0.0,0.0,ip_gap_mean,167.66666666666666
CUST00009,2022-03-05,2023-08-10,4,8,234000,61,Female,South,Corporate,0,52,3,2,0.25,0.25,0.25,0.5,143,58500.0,0.07692307692307693,0.0,0.0,ip_gap_median,76.0
CUST00009,2022-03-05,2023-08-10,4,8,234000,61,Female,South,Corporate,0,52,3,2,0.25,0.25,0.25,0.5,143,58500.0,0.07692307692307693,0.0,0.0,ip_gap_std,221.23366229697808
CUST00010,2020-02-11,2023-04-17,4,9,205500,36,Female,West,Small Business,1,15,3,2,0.0,0.25,0.5,0.25,258,51375.0,0.26666666666666666,0.0,0.0,ip_gap_mean,172.66666666666666
CUST00010,2020-02-11,2023-04-17,4,9,205500,36,Female,West,Small Business,1,15,3,2,0.0,0.25,0.5,0.25,258,51375.0,0.26666666666666666,0.0,0.0,ip_gap_median,135.0
CUST00010,2020-02-11,2023-04-17,4,9,205500,36,Female,West,Small Business,1,15,3,2,0.0,0.25,0.5,0.25,258,51375.0,0.26666666666666666,0.0,0.0,ip_gap_std,120.0180541974137
CUST00011,2020-03-01,2023-06-10,6,19,136550,46,Male,South,Corporate,1,1,5,3,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,204,22758.333333333332,6.0,36000.0,0.26363969242035884,ip_gap_mean,270.8
CUST00011,2020-03-01,2023-06-10,6,19,136550,46,Male,South,Corporate,1,1,5,3,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,204,22758.333333333332,6.0,36000.0,0.26363969242035884,ip_gap_median,212.0
CUST00011,2020-03-01,2023-06-10,6,19,136550,46,Male,South,Corporate,1,1,5,3,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,204,22758.333333333332,6.0,36000.0,0.26363969242035884,ip_gap_std,151.53118490924567
CUST00012,2021-02-18,2023-04-25,4,12,219400,34,Male,North,Small Business,0,51,4,2,0.0,0.5,0.0,0.5,250,54850.0,0.0784313725490196,0.0,0.0,ip_gap_mean,154.66666666666666
CUST00012,2021-02-18,2023-04-25,4,12,219400,34,Male,North,Small Business,0,51,4,2,0.0,0.5,0.0,0.5,250,54850.0,0.0784313725490196,0.0,0.0,ip_gap_median,162.0
CUST00012,2021-02-18,2023-04-25,4,12,219400,34,Male,North,Small Business,0,51,4,2,0.0,0.5,0.0,0.5,250,54850.0,0.0784313725490196,0.0,0.0,ip_gap_std,58.34666514320534
CUST00013,2023-05-16,2023-01-21,1,1,50,39,Male,South,Corporate,0,35,1,1,0.0,0.0,1.0,0.0,344,50.0,0.02857142857142857,0.0,0.0,ip_gap_mean,0.0
CUST00013,2023-05-16,2023-01-21,1,1,50,39,Male,South,Corporate,0,35,1,1,0.0,0.0,1.0,0.0,344,50.0,0.02857142857142857,0.0,0.0,ip_gap_median,0.0
CUST00013,2023-05-16,2023-01-21,1,1,50,39,Male,South,Corporate,0,35,1,1,0.0,0.0,1.0,0.0,344,50.0,0.02857142857142857,0.0,0.0,ip_gap_std,0.0
CUST00014,2020-02-25,2023-03-16,6,17,766000,55,Male,East,Small Business,1,38,4,2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,290,127666.66666666667,0.15789473684210525,0.0,0.0,ip_gap_mean,191.2
CUST00014,2020-02-25,2023-03-16,6,17,766000,55,Male,East,Small Business,1,38,4,2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,290,127666.66666666667,0.15789473684210525,0.0,0.0,ip_gap_median,213.0
CUST00014,2020-02-25,2023-03-16,6,17,766000,55,Male,East,Small Business,1,38,4,2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,290,127666.66666666667,0.15789473684210525,0.0,0.0,ip_gap_std,95.70109717239401
CUST00015,2022-01-25,2023-03-09,2,7,490000,46,Female,West,Corporate,0,40,1,1,0.0,0.0,1.0,0.0,297,245000.0,0.05,0.0,0.0,ip_gap_mean,86.0
CUST00015,2022-01-25,2023-03-09,2,7,490000,46,Female,West,Corporate,0,40,1,1,0.0,0.0,1.0,0.0,297,245000.0,0.05,0.0,0.0,ip_gap_median,86.0
CUST00015,2022-01-25,2023-03-09,2,7,490000,46,Female,West,Corporate,0,40,1,1,0.0,0.0,1.0,0.0,297,245000.0,0.05,0.0,0.0,ip_gap_std,0.0
CUST00016,2022-08-06,2023-10-28,2,4,45100,29,Female,East,Consumer,0,9,2,2,-0.5,0.5,0.5,0.0,64,22550.0,0.2222222222222222,0.0,0.0,ip_gap_mean,100.0
CUST00016,2022-08-06,2023-10-28,2,4,45100,29,Female,East,Consumer,0,9,2,2,-0.5,0.5,0.5,0.0,64,22550.0,0.2222222222222222,0.0,0.0,ip_gap_median,100.0
CUST00016,2022-08-06,2023-10-28,2,4,45100,29,Female,East,Consumer,0,9,2,2,-0.5,0.5,0.5,0.0,64,22550.0,0.2222222222222222,0.0,0.0,ip_gap_std,0.0
CUST00017,2020-01-29,2023-06-12,5,17,150400,63,Male,West,Consumer,1,51,5,3,0.0,0.4,0.2,0.4,202,30080.0,0.09803921568627451,0.0,0.0,ip_gap_mean,237.25
CUST00017,2020-01-29,2023-06-12,5,17,150400,63,Male,West,Consumer,1,51,5,3,0.0,0.4,0.2,0.4,202,30080.0,0.09803921568627451,0.0,0.0,ip_gap_median,172.0
CUST00017,2020-01-29,2023-06-12,5,17,150400,63,Male,West,Consumer,1,51,5,3,0.0,0.4,0.2,0.4,202,30080.0,0.09803921568627451,0.0,0.0,ip_gap_std,203.09501060669447
CUST00018,2020-05-17,2023-10-24,7,24,441150,57,Female,North,Consumer,0,7,5,3,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,68,63021.42857142857,1.0,0.0,0.0,ip_gap_mean,155.33333333333334
CUST00018,2020-05-17,2023-10-24,7,24,441150,57,Female,North,Consumer,0,7,5,3,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,68,63021.42857142857,1.0,0.0,0.0,ip_gap_median,96.0
CUST00018,2020-05-17,2023-10-24,7,24,441150,57,Female,North,Consumer,0,7,5,3,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,68,63021.42857142857,1.0,0.0,0.0,ip_gap_std,156.98110289670748
CUST00019,2020-09-02,2023-02-23,5,20,647300,37,Male,South,Consumer,0,7,5,3,0.4,0.2,0.2,0.6,311,129460.0,0.7142857142857143,0.0,0.0,ip_gap_mean,166.5
CUST00019,2020-09-02,2023-02-23,5,20,647300,37,Male,South,Consumer,0,7,5,3,0.4,0.2,0.2,0.6,311,129460.0,0.7142857142857143,0.0,0.0,ip_gap_median,104.5
CUST00019,2020-09-02,2023-02-23,5,20,647300,37,Male,South,Consumer,0,7,5,3,0.4,0.2,0.2,0.6,311,129460.0,0.7142857142857143,0.0,0.0,ip_gap_std,164.69871483003948
CUST00020,2020-04-27,2023-08-07,5,14,99500,36,Female,West,Corporate,0,55,3,2,0.6,0.0,0.4,0.6,146,19900.0,0.09090909090909091,500.0,0.005025125628140704,ip_gap_mean,329.5
CUST00020,2020-04-27,2023-08-07,5,14,99500,36,Female,West,Corporate,0,55,3,2,0.6,0.0,0.4,0.6,146,19900.0,0.09090909090909091,500.0,0.005025125628140704,ip_gap_median,315.5
CUST00020,2020-04-27,2023-08-07,5,14,99500,36,Female,West,Corporate,0,55,3,2,0.6,0.0,0.4,0.6,146,19900.0,0.09090909090909091,500.0,0.005025125628140704,ip_gap_std,265.9830821687725
CUST00021,2021-03-21,2023-04-18,6,17,255700,56,Female,West,Corporate,0,37,4,2,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,257,42616.666666666664,0.16216216216216217,100.0,0.00039108330074305825,ip_gap_mean,192.0
CUST00021,2021-03-21,2023-04-18,6,17,255700,56,Female,West,Corporate,0,37,4,2,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,257,42616.666666666664,0.16216216216216217,100.0,0.00039108330074305825,ip_gap_median,78.0
CUST00021,2021-03-21,2023-04-18,6,17,255700,56,Female,West,Corporate,0,37,4,2,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,257,42616.666666666664,0.16216216216216217,100.0,0.00039108330074305825,ip_gap_std,197.80925155310607
CUST00022,2021-05-05,2023-07-28,8,19,301850,25,Female,South,Consumer,1,41,6,3,0.75,0.0,0.25,0.75,156,37731.25,0.1951219512195122,24000.0,0.07950969024349842,ip_gap_mean,133.42857142857142
CUST00022,2021-05-05,2023-07-28,8,19,301850,25,Female,South,Consumer,1,41,6,3,0.75,0.0,0.25,0.75,156,37731.25,0.1951219512195122,24000.0,0.07950969024349842,ip_gap_median,111.0
CUST00022,2021-05-05,2023-07-28,8,19,301850,25,Female,South,Consumer,1,41,6,3,0.75,0.0,0.25,0.75,156,37731.25,0.1951219512195122,24000.0,0.07950969024349842,ip_gap_std,111.03731676461618
CUST00023,2020-04-12,2023-09-24,7,25,605300,61,Female,East,Consumer,0,6,5,2,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2857142857142857,98,86471.42857142857,1.1666666666666667,0.0,0.0,ip_gap_mean,148.16666666666666
CUST00023,2020-04-12,2023-09-24,7,25,605300,61,Female,East,Consumer,0,6,5,2,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2857142857142857,98,86471.42857142857,1.1666666666666667,0.0,0.0,ip_gap_median,145.0
CUST00023,2020-04-12,2023-09-24,7,25,605300,61,Female,East,Consumer,0,6,5,2,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2857142857142857,98,86471.42857142857,1.1666666666666667,0.0,0.0,ip_gap_std,79.67538306570397
CUST00025,2020-06-07,2023-03-22,3,11,550000,23,Male,West,Consumer,1,24,2,1,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,284,183333.33333333334,0.125,0.0,0.0,ip_gap_mean,401.5
CUST00025,2020-06-07,2023-03-22,3,11,550000,23,Male,West,Consumer,1,24,2,1,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,284,183333.33333333334,0.125,0.0,0.0,ip_gap_median,401.5
CUST00025,2020-06-07,2023-03-22,3,11,550000,23,Male,West,Consumer,1,24,2,1,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,284,183333.33333333334,0.125,0.0,0.0,ip_gap_std,297.6919548795365
CUST00026,2020-06-14,2023-02-24,5,21,523700,51,Female,East,Consumer,0,5,4,3,0.6,0.2,0.0,0.8,310,104740.0,1.0,0.0,0.0,ip_gap_mean,221.75
CUST00026,2020-06-14,2023-02-24,5,21,523700,51,Female,East,Consumer,0,5,4,3,0.6,0.2,0.0,0.8,310,104740.0,1.0,0.0,0.0,ip_gap_median,112.5
CUST00026,2020-06-14,2023-02-24,5,21,523700,51,Female,East,Consumer,0,5,4,3,0.6,0.2,0.0,0.8,310,104740.0,1.0,0.0,0.0,ip_gap_std,260.8030866381761
CUST00027,2021-11-18,2023-01-19,5,12,236200,64,Female,South,Corporate,0,25,4,3,1.0,0.0,0.0,1.0,346,47240.0,0.2,210000.0,0.8890770533446232,ip_gap_mean,181.5
CUST00027,2021-11-18,2023-01-19,5,12,236200,64,Female,South,Corporate,0,25,4,3,1.0,0.0,0.0,1.0,346,47240.0,0.2,210000.0,0.8890770533446232,ip_gap_median,154.0
CUST00027,2021-11-18,2023-01-19,5,12,236200,64,Female,South,Corporate,0,25,4,3,1.0,0.0,0.0,1.0,346,47240.0,0.2,210000.0,0.8890770533446232,ip_gap_std,171.56631370988887
CUST00028,2020-06-26,2023-09-03,5,18,468000,63,Male,South,Small Business,0,50,5,2,-0.4,0.6,0.2,0.2,119,93600.0,0.1,48000.0,0.10256410256410256,ip_gap_mean,301.5
CUST00028,2020-06-26,2023-09-03,5,18,468000,63,Male,South,Small Business,0,50,5,2,-0.4,0.6,0.2,0.2,119,93600.0,0.1,48000.0,0.10256410256410256,ip_gap_median,311.5
CUST00028,2020-06-26,2023-09-03,5,18,468000,63,Male,South,Small Business,0,50,5,2,-0.4,0.6,0.2,0.2,119,93600.0,0.1,48000.0,0.10256410256410256,ip_gap_std,249.93932597065765
CUST00029,2020-07-15,2023-02-21,5,15,499300,42,Female,North,Consumer,1,38,4,3,0.2,0.2,0.4,0.4,313,99860.0,0.13157894736842105,0.0,0.0,ip_gap_mean,162.0
CUST00029,2020-07-15,2023-02-21,5,15,499300,42,Female,North,Consumer,1,38,4,3,0.2,0.2,0.4,0.4,313,99860.0,0.13157894736842105,0.0,0.0,ip_gap_median,131.5
CUST00029,2020-07-15,2023-02-21,5,15,499300,42,Female,North,Consumer,1,38,4,3,0.2,0.2,0.4,0.4,313,99860.0,0.13157894736842105,0.0,0.0,ip_gap_std,96.1977130705299
CUST00030,2020-06-07,2023-11-20,5,16,357000,62,Male,West,Small Business,1,20,3,2,0.2,0.2,0.4,0.4,41,71400.0,0.25,0.0,0.0,ip_gap_mean,279.0
CUST00030,2020-06-07,2023-11-20,5,16,357000,62,Male,West,Small Business,1,20,3,2,0.2,0.2,0.4,0.4,41,71400.0,0.25,0.0,0.0,ip_gap_median,340.5
CUST00030,2020-06-07,2023-11-20,5,16,357000,62,Male,West,Small Business,1,20,3,2,0.2,0.2,0.4,0.4,41,71400.0,0.25,0.0,0.0,ip_gap_std,133.02380739301267
CUST00031,2020-09-09,2023-11-11,4,14,139150,41,Male,South,Small Business,1,25,3,3,0.25,0.25,0.25,0.5,50,34787.5,0.16,75150.0,0.5400646784045994,ip_gap_mean,401.6666666666667
CUST00031,2020-09-09,2023-11-11,4,14,139150,41,Male,South,Small Business,1,25,3,3,0.25,0.25,0.25,0.5,50,34787.5,0.16,75150.0,0.5400646784045994,ip_gap_median,53.0
CUST00031,2020-09-09,2023-11-11,4,14,139150,41,Male,South,Small Business,1,25,3,3,0.25,0.25,0.25,0.5,50,34787.5,0.16,75150.0,0.5400646784045994,ip_gap_std,614.3299873303706
CUST00032,2022-04-29,2023-08-23,1,4,400,31,Female,East,Corporate,0,10,1,1,0.0,0.0,1.0,0.0,130,400.0,0.1,0.0,0.0,ip_gap_mean,0.0
CUST00032,2022-04-29,2023-08-23,1,4,400,31,Female,East,Corporate,0,10,1,1,0.0,0.0,1.0,0.0,130,400.0,0.1,0.0,0.0,ip_gap_median,0.0
CUST00032,2022-04-29,2023-08-23,1,4,400,31,Female,East,Corporate,0,10,1,1,0.0,0.0,1.0,0.0,130,400.0,0.1,0.0,0.0,ip_gap_std,0.0
CUST00033,2020-06-21,2023-11-18,2,9,60500,59,Female,South,Consumer,0,47,2,2,0.5,0.0,0.5,0.5,43,30250.0,0.0425531914893617,0.0,0.0,ip_gap_mean,705.0
CUST00033,2020-06-21,2023-11-18,2,9,60500,59,Female,South,Consumer,0,47,2,2,0.5,0.0,0.5,0.5,43,30250.0,0.0425531914893617,0.0,0.0,ip_gap_median,705.0
CUST00033,2020-06-21,2023-11-18,2,9,60500,59,Female,South,Consumer,0,47,2,2,0.5,0.0,0.5,0.5,43,30250.0,0.0425531914893617,0.0,0.0,ip_gap_std,0.0
CUST00034,2020-01-10,2023-05-22,6,15,412000,51,Male,South,Corporate,0,42,5,1,-0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,223,68666.66666666667,0.14285714285714285,0.0,0.0,ip_gap_mean,229.8
CUST00034,2020-01-10,2023-05-22,6,15,412000,51,Male,South,Corporate,0,42,5,1,-0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,223,68666.66666666667,0.14285714285714285,0.0,0.0,ip_gap_median,76.0
CUST00034,2020-01-10,2023-05-22,6,15,412000,51,Male,South,Corporate,0,42,5,1,-0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,223,68666.66666666667,0.14285714285714285,0.0,0.0,ip_gap_std,282.87930288375645
CUST00035,2021-07-29,2023-03-14,6,22,614300,57,Male,North,Small Business,0,9,5,3,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,292,102383.33333333333,0.6666666666666666,0.0,0.0,ip_gap_mean,120.6
CUST00035,2021-07-29,2023-03-14,6,22,614300,57,Male,North,Small Business,0,9,5,3,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,292,102383.33333333333,0.6666666666666666,0.0,0.0,ip_gap_median,51.0
CUST00035,2021-07-29,2023-03-14,6,22,614300,57,Male,North,Small Business,0,9,5,3,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,292,102383.33333333333,0.6666666666666666,0.0,0.0,ip_gap_std,148.85160395508004
CUST00036,2020-07-27,2023-06-07,2,3,100000,43,Male,West,Consumer,1,46,2,1,0.5,0.0,0.5,0.5,207,50000.0,0.043478260869565216,0.0,0.0,ip_gap_mean,909.0
CUST00036,2020-07-27,2023-06-07,2,3,100000,43,Male,West,Consumer,1,46,2,1,0.5,0.0,0.5,0.5,207,50000.0,0.043478260869565216,0.0,0.0,ip_gap_median,909.0
CUST00036,2020-07-27,2023-06-07,2,3,100000,43,Male,West,Consumer,1,46,2,1,0.5,0.0,0.5,0.5,207,50000.0,0.043478260869565216,0.0,0.0,ip_gap_std,0.0
CUST00037,2020-04-25,2023-12-12,5,18,655050,54,Female,North,Corporate,0,25,4,3,-0.6,0.8,0.0,0.2,19,131010.0,0.2,0.0,0.0,ip_gap_mean,126.5
CUST00037,2020-04-25,2023-12-12,5,18,655050,54,Female,North,Corporate,0,25,4,3,-0.6,0.8,0.0,0.2,19,131010.0,0.2,0.0,0.0,ip_gap_median,100.5
CUST00037,2020-04-25,2023-12-12,5,18,655050,54,Female,North,Corporate,0,25,4,3,-0.6,0.8,0.0,0.2,19,131010.0,0.2,0.0,0.0,ip_gap_std,131.109369103305
CUST00038,2020-04-18,2023-02-08,5,12,278000,23,Male,West,Corporate,0,30,4,2,-0.2,0.4,0.4,0.2,326,55600.0,0.16666666666666666,0.0,0.0,ip_gap_mean,239.25
CUST00038,2020-04-18,2023-02-08,5,12,278000,23,Male,West,Corporate,0,30,4,2,-0.2,0.4,0.4,0.2,326,55600.0,0.16666666666666666,0.0,0.0,ip_gap_median,172.0
CUST00038,2020-04-18,2023-02-08,5,12,278000,23,Male,West,Corporate,0,30,4,2,-0.2,0.4,0.4,0.2,326,55600.0,0.16666666666666666,0.0,0.0,ip_gap_std,240.3932542037456
CUST00040,2021-04-25,2023-11-27,5,11,151400,54,Female,East,Corporate,0,33,4,2,-0.6,0.6,0.4,0.0,34,30280.0,0.15151515151515152,100.0,0.0006605019815059445,ip_gap_mean,240.0
CUST00040,2021-04-25,2023-11-27,5,11,151400,54,Female,East,Corporate,0,33,4,2,-0.6,0.6,0.4,0.0,34,30280.0,0.15151515151515152,100.0,0.0006605019815059445,ip_gap_median,155.0
CUST00040,2021-04-25,2023-11-27,5,11,151400,54,Female,East,Corporate,0,33,4,2,-0.6,0.6,0.4,0.0,34,30280.0,0.15151515151515152,100.0,0.0006605019815059445,ip_gap_std,215.24404753674375
CUST00041,2021-06-05,2023-09-21,2,4,32000,44,Male,East,Consumer,1,29,1,1,0.5,0.0,0.5,0.5,101,16000.0,0.06896551724137931,0.0,0.0,ip_gap_mean,329.0
CUST00041,2021-06-05,2023-09-21,2,4,32000,44,Male,East,Consumer,1,29,1,1,0.5,0.0,0.5,0.5,101,16000.0,0.06896551724137931,0.0,0.0,ip_gap_median,329.0
CUST00041,2021-06-05,2023-09-21,2,4,32000,44,Male,East,Consumer,1,29,1,1,0.5,0.0,0.5,0.5,101,16000.0,0.06896551724137931,0.0,0.0,ip_gap_std,0.0
CUST00042,2021-05-11,2023-11-18,4,10,316100,35,Female,East,Corporate,0,11,4,3,0.25,0.25,0.25,0.5,43,79025.0,0.36363636363636365,0.0,0.0,ip_gap_mean,236.33333333333334
CUST00042,2021-05-11,2023-11-18,4,10,316100,35,Female,East,Corporate,0,11,4,3,0.25,0.25,0.25,0.5,43,79025.0,0.36363636363636365,0.0,0.0,ip_gap_median,144.0
CUST00042,2021-05-11,2023-11-18,4,10,316100,35,Female,East,Corporate,0,11,4,3,0.25,0.25,0.25,0.5,43,79025.0,0.36363636363636365,0.0,0.0,ip_gap_std,223.30770997288323
CUST00043,2020-10-29,2023-02-08,5,16,336000,38,Male,South,Consumer,0,45,4,2,0.4,0.2,0.2,0.6,326,67200.0,0.1111111111111111,0.0,0.0,ip_gap_mean,264.5
CUST00043,2020-10-29,2023-02-08,5,16,336000,38,Male,South,Consumer,0,45,4,2,0.4,0.2,0.2,0.6,326,67200.0,0.1111111111111111,0.0,0.0,ip_gap_median,289.5
CUST00043,2020-10-29,2023-02-08,5,16,336000,38,Male,South,Consumer,0,45,4,2,0.4,0.2,0.2,0.6,326,67200.0,0.1111111111111111,0.0,0.0,ip_gap_std,153.47203871281135
CUST00044,2022-05-04,2023-02-06,2,5,99000,53,Male,North,Corporate,0,49,2,2,0.0,0.5,0.0,0.5,328,49500.0,0.04081632653061224,0.0,0.0,ip_gap_mean,139.0
CUST00044,2022-05-04,2023-02-06,2,5,99000,53,Male,North,Corporate,0,49,2,2,0.0,0.5,0.0,0.5,328,49500.0,0.04081632653061224,0.0,0.0,ip_gap_median,139.0
CUST00044,2022-05-04,2023-02-06,2,5,99000,53,Male,North,Corporate,0,49,2,2,0.0,0.5,0.0,0.5,328,49500.0,0.04081632653061224,0.0,0.0,ip_gap_std,0.0
CUST00045,2020-04-10,2023-04-05,8,29,898000,35,Male,West,Small Business,0,1,5,1,0.625,0.125,0.125,0.75,270,112250.0,8.0,0.0,0.0,ip_gap_mean,162.42857142857142
CUST00045,2020-04-10,2023-04-05,8,29,898000,35,Male,West,Small Business,0,1,5,1,0.625,0.125,0.125,0.75,270,112250.0,8.0,0.0,0.0,ip_gap_median,39.0
CUST00045,2020-04-10,2023-04-05,8,29,898000,35,Male,West,Small Business,0,1,5,1,0.625,0.125,0.125,0.75,270,112250.0,8.0,0.0,0.0,ip_gap_std,209.66469830251756
CUST00046,2023-05-31,2023-04-08,1,5,350000,34,Male,West,Corporate,0,8,1,1,1.0,0.0,0.0,1.0,267,350000.0,0.125,0.0,0.0,ip_gap_mean,0.0
CUST00046,2023-05-31,2023-04-08,1,5,350000,34,Male,West,Corporate,0,8,1,1,1.0,0.0,0.0,1.0,267,350000.0,0.125,0.0,0.0,ip_gap_median,0.0
CUST00046,2023-05-31,2023-04-08,1,5,350000,34,Male,West,Corporate,0,8,1,1,1.0,0.0,0.0,1.0,267,350000.0,0.125,0.0,0.0,ip_gap_std,0.0
