customer_id,recency,frequency,monetary,cluster,recency_scaled,frequency_scaled,monetary_scaled
CUST00034,223,6,412000,1,0.3694847607152287,1.0151504119252241,0.9282860206754976
CUST00035,292,6,614300,4,1.0332866850865123,1.0151504119252241,1.989773442151061
CUST00036,207,2,100000,0,0.21555967680304694,-1.085639551522346,-0.708807778140003
CUST00037,19,5,655050,3,-1.5930600591650883,0.48995292106333155,2.2035925841437907
CUST00038,326,5,278000,1,1.3603774883998985,0.48995292106333155,0.22517522246627622
CUST00040,34,5,151400,2,-1.448755292997418,0.48995292106333155,-0.4391070689761673
CUST00041,101,2,32000,5,-0.804194004115157,-1.085639551522346,-1.0656102727536378
CUST00042,43,4,316100,2,-1.3621724332968157,-0.03524456979856102,0.4250895613600922
CUST00043,326,5,336000,1,1.3603774883998985,0.48995292106333155,0.5295067619896706
CUST00044,328,2,99000,0,1.3796181238889211,-1.085639551522346,-0.714054873649027
CUST00045,270,8,898000,4,0.8216396947072625,2.065545393649009,3.478374438061181
CUST00046,267,1,350000,0,0.7927787414737284,-1.6108370423842386,0.6029660991160072
CUST00047,16,10,226850,3,-1.6219210123986223,3.1159403753727943,-0.04321371282030345
CUST00048,211,5,794000,4,0.2540409477810924,0.48995292106333155,2.932676505122681
CUST00049,8,5,362250,3,-1.6988835543547132,0.48995292106333155,0.6672430191015516
CUST00050,314,3,173000,0,1.244933675465762,-0.5604420606604535,-0.32576980598124805
CUST00051,30,5,159400,2,-1.4872365639754632,0.48995292106333155,-0.397130304903975
CUST00052,284,3,254000,0,0.9563241431304215,-0.5604420606604535,0.09924493024969926
CUST00053,209,5,255400,1,0.23480031229206966,0.48995292106333155,0.1065908639623329
CUST00054,76,5,404300,3,-1.044701947727941,0.48995292106333155,0.8878833852560125
CUST00055,91,3,136000,5,-0.9003971815602705,-0.5604420606604535,-0.5199123398151375
CUST00056,308,2,60000,0,1.187211768998694,-1.085639551522346,-0.9186915985009646
CUST00057,177,4,321000,1,-0.07304985553229376,-0.03524456979856102,0.45080032935430997
CUST00058,307,4,18200,0,1.1775914512541827,-0.03524456979856102,-1.1380201907781695
CUST00059,257,6,211400,1,0.6965755640286148,1.0151504119252241,-0.12428133843472487
CUST00060,295,4,149250,0,1.0621476383200463,-0.03524456979856102,-0.45038832432056897
CUST00061,172,2,160000,5,-0.12115144425485055,-1.085639551522346,-0.39398204759856054
CUST00062,298,3,215250,0,1.0910085915535805,-0.5604420606604535,-0.10408002072498232
CUST00063,356,3,117000,0,1.648987020735239,-0.5604420606604535,-0.6196071544865943
CUST00064,220,7,422300,4,0.3406238074816946,1.5403479027871165,0.9823311044184453
CUST00065,336,4,577000,4,1.456580665845012,-0.03524456979856102,1.7940567796644642
CUST00066,141,3,74150,5,-0.4193812943347026,-0.5604420606604535,-0.8444451970482745
CUST00067,363,5,281000,1,1.7163292449468186,0.48995292106333155,0.24091650899334835
CUST00068,29,3,57000,5,-1.4968568817199746,-0.5604420606604535,-0.9344328850280367
CUST00069,109,2,237000,5,-0.7272314621590661,-1.085639551522346,0.010044306596290561
CUST00070,143,3,42200,5,-0.4001406588456799,-0.5604420606604535,-1.0120898985615925
CUST00071,330,4,81300,0,1.3988587593779438,-0.03524456979856102,-0.8069284641587525
CUST00072,247,4,688000,4,0.6003723865835012,-0.03524456979856102,2.3764843811661325
CUST00073,275,2,87000,0,0.8697412834298193,-1.085639551522346,-0.7770200197573155
CUST00074,222,4,289250,1,0.3598644429707173,-0.03524456979856102,0.2842050469427967
CUST00075,271,4,215650,1,0.8312600124517738,-0.03524456979856102,-0.1019811825213727
CUST00076,193,4,135000,1,0.08087522837988795,-0.03524456979856102,-0.5251594353241615
CUST00077,89,3,240400,2,-0.9196378170492931,-0.5604420606604535,0.027884431326972298
CUST00078,172,3,105300,5,-0.12115144425485055,-0.5604420606604535,-0.6809981719421756
CUST00079,240,1,50000,0,0.5330301623719217,-1.6108370423842386,-0.971162553591205
CUST00080,11,2,366000,2,-1.670022601121179,-1.085639551522346,0.6869196272603918
CUST00081,219,5,349600,1,0.33100348973718324,0.48995292106333155,0.6008672609123975
CUST00082,197,5,198200,1,0.11935649935793338,0.48995292106333155,-0.1935429991538422
CUST00083,342,3,34050,0,1.5143025723120802,-0.5604420606604535,-1.0548537269601383
CUST00084,196,6,108150,1,0.10973618161342202,1.0151504119252241,-0.6660439497414571
CUST00085,220,5,105200,1,0.3406238074816946,0.48995292106333155,-0.6815228814930779
CUST00086,10,2,16000,5,-1.6796429188656905,-1.085639551522346,-1.1495638008980225
CUST00087,84,2,312000,5,-0.96773940577185,-1.085639551522346,0.4035764697730936
CUST00088,314,4,96200,0,1.244933675465762,-0.03524456979856102,-0.7287467410742944
CUST00089,241,1,60000,0,0.5426504801164331,-1.6108370423842386,-0.9186915985009646
CUST00090,148,7,404550,3,-0.35203907012312313,1.5403479027871165,0.8891951591332685
CUST00091,261,4,246200,1,0.7350568350066602,-0.03524456979856102,0.05831758527931173
CUST00092,302,3,299000,0,1.1294898625316259,-0.5604420606604535,0.3353642281557811
CUST00093,326,1,60000,0,1.3603774883998985,-1.6108370423842386,-0.9186915985009646
CUST00094,165,2,90000,5,-0.18849366846643006,-1.085639551522346,-0.7612787332302434
CUST00095,111,3,123300,5,-0.7079908266700433,-0.5604420606604535,-0.5865504527797428
CUST00096,229,3,300050,0,0.42720666718229683,-0.5604420606604535,0.3408736784402563
CUST00097,357,7,475000,4,1.6586073384797506,1.5403479027871165,1.2588530377440121
CUST00098,224,4,170250,1,0.37910507845974,-0.03524456979856102,-0.3401993186310641
CUST00099,35,1,135000,5,-1.4391349752529066,-1.6108370423842386,-0.5251594353241615
CUST00100,155,5,321000,1,-0.28469684591154365,0.48995292106333155,0.45080032935430997
CUST00101,62,5,412000,3,-1.1793863961510997,0.48995292106333155,0.9282860206754976
CUST00102,150,3,204000,5,-0.3327984346341004,-0.5604420606604535,-0.16310984520150276
CUST00103,260,5,152050,1,0.7254365172621489,0.48995292106333155,-0.4356964568953017
CUST00104,206,2,3050,0,0.20593935905853558,-1.085639551522346,-1.2175136877398838
CUST00105,14,5,174450,2,-1.641161647887645,0.48995292106333155,-0.3181615174931632
CUST00106,137,8,267200,3,-0.45786256531274805,2.065545393649009,0.1685065909688166
CUST00107,118,7,150250,2,-0.6406486024584639,1.5403479027871165,-0.44514122881154494
CUST00108,201,5,112000,1,0.15783777033597882,0.48995292106333155,-0.6458426320317145
CUST00109,32,3,250000,2,-1.4679959284864406,-0.5604420606604535,0.07825654821360309
CUST00110,91,6,260150,2,-0.9003971815602705,1.0151504119252241,0.1315145676301971
CUST00111,23,5,574000,3,-1.5545787881870428,0.48995292106333155,1.7783154931373921
CUST00112,248,2,143000,0,0.6099927043280126,-1.085639551522346,-0.48318267125196923
CUST00113,74,5,505000,3,-1.0639425832169636,0.48995292106333155,1.4162659030147333
CUST00114,292,4,234000,1,1.0332866850865123,-0.03524456979856102,-0.00569697993078156
CUST00115,49,5,476000,3,-1.3044505268297475,0.48995292106333155,1.2641001332530362
CUST00116,306,4,57650,0,1.1679711335096714,-0.03524456979856102,-0.9310222729471711
CUST00117,358,2,176000,0,1.668227656224262,-1.085639551522346,-0.3100285194541759
CUST00118,256,3,425000,1,0.6869552462841034,-0.5604420606604535,0.9964982622928101
CUST00119,234,2,111000,0,0.4753082559048536,-1.085639551522346,-0.6510897275407386
CUST00120,170,3,36400,5,-0.14039207974387327,-0.5604420606604535,-1.042523052513932
CUST00121,212,5,165300,1,0.26366126552560376,0.48995292106333155,-0.36617244140073313
CUST00122,259,4,108500,0,0.7158161995176375,-0.03524456979856102,-0.6642074663132986
CUST00123,288,3,420000,1,0.9948054141084669,-0.5604420606604535,0.97026278474769
CUST00124,289,1,3000,0,1.0044257318529783,-1.6108370423842386,-1.217776042515335
CUST00125,125,5,249300,2,-0.5733063782468844,0.48995292106333155,0.07458358135728627
CUST00126,229,1,60000,0,0.42720666718229683,-1.6108370423842386,-0.9186915985009646
CUST00127,6,2,57000,5,-1.7181241898437358,-1.085639551522346,-0.9344328850280367
CUST00128,269,2,75200,0,0.8120193769627511,-1.085639551522346,-0.8389357467637992
CUST00129,156,4,498100,3,-0.27507652816703226,-0.03524456979856102,1.3800609440024674
CUST00130,187,3,69050,5,0.023153321912819807,-0.5604420606604535,-0.871205384144297
CUST00131,264,4,131300,0,0.7639177882401943,-0.03524456979856102,-0.5445736887075505
CUST00132,247,3,148000,0,0.6003723865835012,-0.5604420606604535,-0.45694719370684905
CUST00133,44,4,228100,2,-1.3525521155523044,-0.03524456979856102,-0.0366548434340234
CUST00134,17,5,153700,2,-1.612300694654111,0.48995292106333155,-0.427038749305412
CUST00135,350,6,338100,1,1.591265114268171,1.0151504119252241,0.540525662558621
CUST00136,300,4,146000,0,1.1102492270426032,-0.03524456979856102,-0.4674413847248971
CUST00137,352,3,575000,4,1.6105057497571937,-0.5604420606604535,1.7835625886464161
CUST00138,11,8,242200,3,-1.670022601121179,2.065545393649009,0.03732920324321557
CUST00139,170,7,399000,3,-0.14039207974387327,1.5403479027871165,0.8600737790581852
CUST00140,196,1,24000,5,0.10973618161342202,-1.6108370423842386,-1.10758703682583
CUST00141,11,3,270300,2,-1.670022601121179,-0.5604420606604535,0.18477258704679111
CUST00142,201,8,202650,1,0.15783777033597882,2.065545393649009,-0.17019342413868524
CUST00143,361,2,100000,0,1.697088609457796,-1.085639551522346,-0.708807778140003
CUST00144,92,1,24000,5,-0.8907768638157592,-1.6108370423842386,-1.10758703682583
CUST00145,46,6,591000,3,-1.3333114800632815,1.0151504119252241,1.8675161167908008
CUST00146,306,5,234300,1,1.1679711335096714,0.48995292106333155,-0.004122851278074348
CUST00147,80,4,288600,2,-1.0062206767498953,-0.03524456979856102,0.28079443486193106
CUST00148,279,3,255300,0,0.9082225544078647,-0.5604420606604535,0.1060661544114305
CUST00149,259,2,48150,0,0.7158161995176375,-1.085639551522346,-0.9808696802828994
CUST00150,344,3,140400,0,1.5335432078011029,-0.5604420606604535,-0.49682511957543174
CUST00151,0,4,255000,2,-1.775846096310804,-0.03524456979856102,0.1044920257587233
CUST00152,313,7,769250,4,1.2353133577212507,1.5403479027871165,2.802810891274336
CUST00153,83,2,45050,5,-0.9773597235163614,-1.085639551522346,-0.997135676360874
CUST00154,168,4,48700,5,-0.159632715232896,-0.03524456979856102,-0.9779837777529362
CUST00155,88,1,90000,5,-0.9292581347938046,-1.6108370423842386,-0.7612787332302434
CUST00157,108,3,12600,5,-0.7368517799035774,-0.5604420606604535,-1.167403925628704
CUST00158,170,2,42000,5,-0.14039207974387327,-1.085639551522346,-1.0131393176633974
CUST00159,178,1,12000,5,-0.0634295377877824,-1.6108370423842386,-1.1705521829341186
CUST00160,252,2,222000,0,0.648473975306058,-1.085639551522346,-0.06866212603907004
CUST00161,304,6,400050,1,1.1487304980206485,1.0151504119252241,0.8655832293426604
CUST00162,219,6,91500,1,0.33100348973718324,1.0151504119252241,-0.7534080899667073
CUST00163,131,4,98300,2,-0.5155844717798161,-0.03524456979856102,-0.7177278405053439
CUST00164,357,5,120600,1,1.6586073384797506,0.48995292106333155,-0.6007176106541078
CUST00165,122,9,638150,3,-0.6021673314804185,2.590742884510902,2.1149166700412843
CUST00166,215,3,60350,0,0.2925222187591378,-0.5604420606604535,-0.9168551150728061
CUST00167,334,4,425050,1,1.4373400303559893,-0.03524456979856102,0.9967606170682614
CUST00168,304,4,225000,1,1.1487304980206485,-0.03524456979856102,-0.05292083951199793
CUST00169,69,2,173000,5,-1.1120441719395204,-1.085639551522346,-0.32576980598124805
CUST00170,135,4,258500,2,-0.47710320080177077,-0.03524456979856102,0.12285686004030744
CUST00171,112,6,862000,4,-0.698370508925532,1.0151504119252241,3.289478999736316
CUST00172,342,7,164200,1,1.5143025723120802,1.5403479027871165,-0.3719442464606596
CUST00173,267,6,363200,1,0.7927787414737284,1.0151504119252241,0.6722277598351245
CUST00174,158,4,350700,2,-0.25583589267800955,-0.03524456979856102,0.606639065972324
CUST00175,249,6,180300,1,0.619613022072524,1.0151504119252241,-0.28746600876537254
CUST00176,159,5,226100,1,-0.2462155749334982,0.48995292106333155,-0.04714903445207148
CUST00177,228,4,235000,1,0.41758634943778544,-0.03524456979856102,-0.0004498844217575195
CUST00178,124,5,90650,2,-0.5829266959913957,0.48995292106333155,-0.7578681211493777
CUST00179,302,4,211500,1,1.1294898625316259,-0.03524456979856102,-0.12375662888382247
CUST00180,73,9,219000,3,-1.0735629009614749,2.590742884510902,-0.08440341256614217
CUST00181,168,4,185550,2,-0.159632715232896,-0.03524456979856102,-0.2599187573429963
CUST00182,196,2,280150,0,0.10973618161342202,-1.085639551522346,0.2364564778106779
CUST00183,142,4,448000,3,-0.4097609765901913,-0.03524456979856102,1.117181459000363
CUST00184,322,5,192050,1,1.321896217421853,0.48995292106333155,-0.22581263653434006
CUST00185,159,5,453300,3,-0.2462155749334982,0.48995292106333155,1.1449910651981905
CUST00186,111,2,350000,2,-0.7079908266700433,-1.085639551522346,0.6029660991160072
CUST00187,220,6,181150,1,0.3406238074816946,1.0151504119252241,-0.2830059775827021
CUST00188,84,4,96200,2,-0.96773940577185,-0.03524456979856102,-0.7287467410742944
CUST00189,107,4,149200,2,-0.7464720976480888,-0.03524456979856102,-0.4506506790960202
CUST00190,172,2,66000,5,-0.12115144425485055,-1.085639551522346,-0.8872090254468203
CUST00191,292,2,270000,0,1.0332866850865123,-1.085639551522346,0.18319845839408389
CUST00192,285,2,135050,0,0.9659444608749328,-1.085639551522346,-0.5248970805487103
CUST00193,229,6,247000,1,0.42720666718229683,1.0151504119252241,0.06251526168653096
CUST00194,232,3,84000,0,0.4560676204158309,-0.5604420606604535,-0.7927613062843877
CUST00195,126,2,225000,5,-0.563686060502373,-1.085639551522346,-0.05292083951199793
CUST00196,42,6,97050,2,-1.371792751041327,1.0151504119252241,-0.7242867098916239
CUST00197,6,4,60250,2,-1.7181241898437358,-0.03524456979856102,-0.9173798246237086
CUST00198,321,1,6000,0,1.3122758996773416,-1.6108370423842386,-1.2020347559882627
CUST00199,244,5,246250,1,0.5715114333499671,0.48995292106333155,0.058579940054762934
CUST00200,157,3,197000,5,-0.26545621042252093,-0.5604420606604535,-0.19983951376467105
CUST00201,193,5,230500,1,0.08087522837988795,0.48995292106333155,-0.024061814212365702
CUST00202,73,5,128400,2,-1.0735629009614749,0.48995292106333155,-0.5597902656837203
CUST00203,89,4,264000,2,-0.9196378170492931,-0.03524456979856102,0.15171588533993965
CUST00204,160,6,109050,1,-0.23659525718898683,1.0151504119252241,-0.6613215637833354
CUST00205,5,6,291400,3,-1.7277445075882472,1.0151504119252241,0.29548630228719835
CUST00206,96,4,270450,2,-0.8522955928377137,-0.03524456979856102,0.1855596513731447
CUST00207,241,3,155000,0,0.5426504801164331,-0.5604420606604535,-0.42021752514368077
CUST00208,72,2,24000,5,-1.0831832187059862,-1.085639551522346,-1.10758703682583
CUST00209,195,1,24000,5,0.10011586386891067,-1.6108370423842386,-1.10758703682583
CUST00210,249,5,342150,1,0.619613022072524,0.48995292106333155,0.5617763993701684
CUST00211,0,4,16700,2,-1.775846096310804,-0.03524456979856102,-1.1458908340417056
CUST00212,47,4,480300,3,-1.3236911623187702,-0.03524456979856102,1.2866626439418396
CUST00213,252,6,377100,1,0.648473975306058,1.0151504119252241,0.7451623874105586
CUST00214,320,5,415300,1,1.3026555819328303,0.48995292106333155,0.945601435855277
CUST00215,50,3,213000,2,-1.2948302090852362,-0.5604420606604535,-0.11588598562028642
CUST00216,224,4,172000,1,0.37910507845974,-0.03524456979856102,-0.3310169014902721
CUST00217,127,4,364000,2,-0.5540657427578616,-0.03524456979856102,0.6764254362423437
CUST00218,296,1,8000,0,1.0717679560645577,-1.6108370423842386,-1.1915405649702147
CUST00219,11,7,799000,3,-1.670022601121179,1.5403479027871165,2.958911982667801
CUST00220,185,5,288000,1,0.0039126864237970915,0.48995292106333155,0.2776461775565166
CUST00221,315,3,398250,1,1.2545539932102736,-0.5604420606604535,0.856138457426417
CUST00222,177,6,303950,1,-0.07304985553229376,1.0151504119252241,0.36133735092545005
CUST00223,108,7,533000,3,-0.7368517799035774,1.5403479027871165,1.5631845772674064
CUST00224,187,7,559150,4,0.023153321912819807,1.5403479027871165,1.700396124828385
CUST00225,36,8,500050,3,-1.4295146575083952,2.065545393649009,1.3902927802450642
CUST00226,199,3,97000,0,0.1385971348469561,-0.5604420606604535,-0.7245490646670751
CUST00227,95,7,566050,3,-0.861915910582225,1.5403479027871165,1.736601083840651
CUST00228,110,6,266400,3,-0.7176111444145546,1.0151504119252241,0.16430891456159735
CUST00229,224,1,225000,0,0.37910507845974,-1.6108370423842386,-0.05292083951199793
CUST00230,159,6,183000,1,-0.2462155749334982,1.0151504119252241,-0.27329885089100764
CUST00231,197,3,133200,0,0.11935649935793338,-0.5604420606604535,-0.5346042072404048
CUST00232,139,2,8250,5,-0.43862192982372533,-1.085639551522346,-1.1902287910929588
CUST00233,129,4,135000,2,-0.5348251072688389,-0.03524456979856102,-0.5251594353241615
CUST00234,12,3,404000,2,-1.6604022833766676,-0.5604420606604535,0.8863092566033053
CUST00235,186,5,417400,1,0.013533004168308448,0.48995292106333155,0.9566203364242275
CUST00236,330,4,144100,0,1.3988587593779438,-0.03524456979856102,-0.4774108661920428
CUST00237,238,6,578450,4,0.513789526882899,1.0151504119252241,1.801665068152549
CUST00238,202,3,144000,0,0.16745808808049018,-0.5604420606604535,-0.4779355757429452
CUST00239,190,4,294000,1,0.05201427514635388,-0.03524456979856102,0.30912875061066086
CUST00240,164,2,87000,5,-0.19811398621094142,-1.085639551522346,-0.7770200197573155
CUST00241,134,4,198150,2,-0.4867235185462821,-0.03524456979856102,-0.1938053539292934
CUST00243,220,5,514400,4,0.3406238074816946,0.48995292106333155,1.4655886007995593
CUST00244,41,6,42850,2,-1.3814130687858384,1.0151504119252241,-1.0086792864807268
CUST00245,18,4,165300,2,-1.6026803769095996,-0.03524456979856102,-0.36617244140073313
CUST00246,153,3,6150,5,-0.3039374814005663,-0.5604420606604535,-1.2012476916619093
CUST00247,8,6,424000,3,-1.6988835543547132,1.0151504119252241,0.9912511667837861
CUST00248,183,4,900,5,-0.015327949065225624,-0.03524456979856102,-1.2287949430842855
CUST00249,254,4,50200,0,0.6677146107950808,-0.03524456979856102,-0.9701131344894002
CUST00250,52,5,270300,2,-1.2755895735962135,0.48995292106333155,0.18477258704679111
CUST00251,319,4,482250,1,1.293035264188319,-0.03524456979856102,1.2968944801844364
CUST00252,213,9,280250,1,0.2732815832701151,2.590742884510902,0.2369811873615803
CUST00253,0,2,60250,5,-1.775846096310804,-1.085639551522346,-0.9173798246237086
CUST00254,207,5,444200,1,0.21555967680304694,0.48995292106333155,1.0972424960660718
CUST00255,142,5,230300,2,-0.4097609765901913,0.48995292106333155,-0.02511123331417051
CUST00256,156,3,59000,5,-0.27507652816703226,-0.5604420606604535,-0.9239386940099886
CUST00257,177,1,24000,5,-0.07304985553229376,-1.6108370423842386,-1.10758703682583
CUST00258,20,4,340200,2,-1.5834397414205768,-0.03524456979856102,0.5515445631275715
CUST00259,63,4,388000,2,-1.1697660784065884,-0.03524456979856102,0.8023557284589207
CUST00260,160,4,72500,5,-0.23659525718898683,-0.03524456979856102,-0.8531029046381641
CUST00261,50,4,100200,2,-1.2948302090852362,-0.03524456979856102,-0.7077583590381982
CUST00262,152,7,867150,4,-0.3135577991450777,1.5403479027871165,3.3165015416077894
CUST00263,94,4,223100,2,-0.8715362283267364,-0.03524456979856102,-0.0628903209791436
CUST00264,277,3,121000,0,0.8889819189188419,-0.5604420606604535,-0.5986187724504981
CUST00265,118,3,172000,5,-0.6406486024584639,-0.5604420606604535,-0.3310169014902721
CUST00266,132,2,19000,5,-0.5059641540353048,-1.085639551522346,-1.1338225143709502
CUST00267,200,4,9600,0,0.14821745259146746,-0.03524456979856102,-1.1831452121557762
CUST00268,193,2,120000,5,0.08087522837988795,-1.085639551522346,-0.6038658679595221
CUST00269,187,1,15000,5,0.023153321912819807,-1.6108370423842386,-1.1548108964070465
CUST00270,331,6,154250,1,1.4084790771224553,1.0151504119252241,-0.4241528467754488
CUST00271,268,5,273800,1,0.8023990592182397,0.48995292106333155,0.20313742132837526
CUST00272,60,2,304000,2,-1.1986270316401226,-1.085639551522346,0.3615997057009013
CUST00273,32,4,274050,2,-1.4679959284864406,-0.03524456979856102,0.20444919520563126
CUST00274,72,2,15200,5,-1.0831832187059862,-1.085639551522346,-1.1537614773052416
CUST00275,168,6,327000,1,-0.159632715232896,1.0151504119252241,0.48228290240845423
CUST00276,183,5,103350,1,-0.015327949065225624,0.48995292106333155,-0.6912300081847724
CUST00277,73,7,357000,3,-1.0735629009614749,1.5403479027871165,0.6396957676791755
CUST00278,268,3,237300,0,0.8023990592182397,-0.5604420606604535,0.011618435248997774
CUST00279,153,2,40000,5,-0.3039374814005663,-1.085639551522346,-1.0236335086814454
CUST00280,180,7,207300,1,-0.04418890229875969,1.5403479027871165,-0.14579443002172343
CUST00281,48,5,227000,2,-1.3140708445742588,0.48995292106333155,-0.042426648493949844
CUST00282,143,3,15300,5,-0.4001406588456799,-0.5604420606604535,-1.1532367677543391
CUST00283,10,8,175800,3,-1.6796429188656905,2.065545393649009,-0.3110779385559807
CUST00284,40,4,211050,2,-1.3910333865303497,-0.03524456979856102,-0.12611782186288328
CUST00285,196,5,407000,1,0.10973618161342202,0.48995292106333155,0.9020505431303775
CUST00286,225,7,262550,1,0.3887253962042514,1.5403479027871165,0.14410759685185479
CUST00287,161,6,269500,1,-0.22697493944447547,1.0151504119252241,0.18057491063957187
CUST00288,286,2,105000,0,0.9755647786194441,-1.085639551522346,-0.6825723005948828
CUST00289,54,1,60000,5,-1.2563489381071906,-1.6108370423842386,-0.9186915985009646
CUST00290,92,2,24000,5,-0.8907768638157592,-1.085639551522346,-1.10758703682583
CUST00291,132,4,485000,3,-0.5059641540353048,-0.03524456979856102,1.3113239928342526
CUST00293,202,2,358000,0,0.16745808808049018,-1.085639551522346,0.6449428631881995
CUST00294,103,6,421300,3,-0.7849533686261342,1.0151504119252241,0.9770840089094213
CUST00295,264,4,128000,0,0.7639177882401943,-0.03524456979856102,-0.5618891038873298
CUST00296,280,5,670000,4,0.917842872152376,0.48995292106333155,2.2820366620037
CUST00297,361,3,85200,0,1.697088609457796,-0.5604420606604535,-0.7864647916735588
CUST00298,269,5,328000,1,0.8120193769627511,0.48995292106333155,0.48752999791747825
CUST00299,259,5,530000,4,0.7158161995176375,0.48995292106333155,1.5474432907403344
CUST00300,224,4,357000,1,0.37910507845974,-0.03524456979856102,0.6396957676791755
CUST00302,159,4,388000,2,-0.2462155749334982,-0.03524456979856102,0.8023557284589207
CUST00303,24,3,66300,5,-1.5449584704425314,-0.5604420606604535,-0.8856348967941131
CUST00304,299,6,334200,1,1.1006289092980919,1.0151504119252241,0.5200619900734273
CUST00305,330,1,135000,0,1.3988587593779438,-1.6108370423842386,-0.5251594353241615
CUST00306,121,3,261200,2,-0.6117876492249298,-0.5604420606604535,0.13702401791467234
CUST00307,307,4,96100,0,1.1775914512541827,-0.03524456979856102,-0.7292714506251967
CUST00308,1,6,361200,3,-1.7662257785662927,1.0151504119252241,0.6617335688170763
CUST00309,326,6,649000,4,1.3603774883998985,1.0151504119252241,2.171847656314195
CUST00310,157,4,395200,2,-0.26545621042252093,-0.03524456979856102,0.8401348161238937
CUST00311,216,4,113100,1,0.30214253650364914,-0.03524456979856102,-0.6400708269717881
CUST00312,304,5,915000,4,1.1487304980206485,0.48995292106333155,3.56757506171459
CUST00313,143,2,15100,5,-0.4001406588456799,-1.085639551522346,-1.154286186856144
CUST00314,339,1,12000,0,1.485441619078546,-1.6108370423842386,-1.1705521829341186
CUST00315,360,1,25000,0,1.6874682917132846,-1.6108370423842386,-1.102339941316806
CUST00316,10,5,344450,2,-1.6796429188656905,0.48995292106333155,0.5738447190409237
CUST00317,45,5,184200,2,-1.3429317978077928,0.48995292106333155,-0.2670023362801788
CUST00318,185,8,835000,4,0.0039126864237970915,2.065545393649009,3.1478074209926667
CUST00319,204,4,253000,1,0.18669872356951286,-0.03524456979856102,0.0939978347406752
CUST00320,140,8,308900,3,-0.429001612079214,2.065545393649009,0.38731047369511906
CUST00321,287,2,120000,0,0.9851850963639556,-1.085639551522346,-0.6038658679595221
CUST00322,150,5,250100,2,-0.3327984346341004,0.48995292106333155,0.0787812577645055
CUST00323,63,3,137100,5,-1.1697660784065884,-0.5604420606604535,-0.514140534755211
CUST00324,210,4,84400,0,0.24442063003658102,-0.03524456979856102,-0.790662468080778
CUST00325,266,5,149550,1,0.7831584237292171,0.48995292106333155,-0.4488141956678618
CUST00326,282,5,131500,1,0.9370835076413987,0.48995292106333155,-0.5435242696057457
CUST00327,314,1,50000,0,1.244933675465762,-1.6108370423842386,-0.971162553591205
CUST00328,138,2,48000,5,-0.4482422475682367,-1.085639551522346,-0.9816567446092531
